idx,FLOPS,Correlation,Num_of_Operations
0,743127411246.2074,4159036,33554432
1,961087044940.2803,4159069,33554432
2,1044365899965.7631,4159092,33554432
3,1003422009569.378,4159208,33554432
4,750591267000.7158,4159507,33554432
5,956702648761.1553,4159540,33554432
6,1035119447186.5747,4159563,33554432
7,978120740416.8489,4159679,33554432
8,760923237408.4404,4160000,33554432
9,989222641509.434,4160033,33554432
10,1057032258064.5161,4160056,33554432
11,980865620158.4377,4160172,33554432
12,783103808812.5466,4160493,33554432
13,978120740416.8489,4160526,33554432
14,1041286991062.5623,4160549,33554432
15,992030274361.4001,4160665,33554432
16,769314746881.8783,4160986,33554432
17,997663960990.6936,4161019,33554432
18,1055967774420.9465,4161042,33554432
19,995798670465.3372,4161158,33554432
20,771579102281.089,4161479,33554432
21,999595805529.0753,4161512,33554432
22,1061311740890.6884,4161535,33554432
23,984549514392.1833,4161651,33554432
24,770427571005.4418,4161972,33554432
25,968214219759.9261,4162005,33554432
26,1055934543852.4718,4162028,33554432
27,990156751652.5024,4162144,33554432
28,770427571005.4418,4162465,33554432
29,976327746741.1545,4162498,33554432
30,1058098890010.091,4162521,33554432
31,984578403755.8685,4162637,33554432
32,779013117266.0367,4162958,33554432
33,992030274361.4001,4162991,33554432
34,1048576000000.0,4163014,33554432
35,985474815706.7755,4163130,33554432
36,757624511729.7749,4163451,33554432
37,978149253731.3433,4163484,33554432
38,1049625625625.6255,4163507,33554432
39,965539594843.4622,4163623,33554432
40,757641618497.11,4163944,33554432
41,986401857894.582,4163977,33554432
42,1052754117905.4373,4164000,33554432
43,984578403755.8685,4164116,33554432
44,773838979728.3273,4164437,33554432
45,987359698681.7327,4164470,33554432
46,1051731193580.7423,4164493,33554432
47,994853889943.074,4164609,33554432
48,765943024105.1863,4164930,33554432
49,970875611238.1008,4164963,33554432
50,1028992977398.8777,4164986,33554432
51,983654784240.15,4165102,33554432
52,779592295718.0364,4165423,33554432
53,1005346116970.2781,4165456,33554432
54,1064544162436.5483,4165479,33554432
55,995798670465.3372,4165595,33554432
56,763155749636.0989,4165916,33554432
57,1007247380902.3503,4165949,33554432
58,1060205124964.4539,4165972,33554432
59,997693625118.9343,4166088,33554432
60,775556038368.196,4166322,33554432
61,1037135103390.7211,4166355,33554432
62,1121471657754.0107,4166378,33554432
63,1095654922448.9796,4166494,33554432
64,762046511627.9071,4168684,33554432
65,1021972771297.1707,4168717,33554432
66,1056998960466.2151,4168740,33554432
67,944663063063.0629,4168856,33554432
68,773268315166.0405,4169155,33554432
69,1002432766707.4957,4169188,33554432
70,1050644456273.288,4169211,33554432
71,987359698681.7327,4169327,33554432
72,756531283115.0092,4169648,33554432
73,1005346116970.2781,4169681,33554432
74,1054905432595.5735,4169704,33554432
75,990156751652.5024,4169820,33554432
76,796185269552.0121,4170141,33554432
77,1005315996045.1808,4170174,33554432
78,1050644456273.288,4170197,33554432
79,974513011152.4163,4170313,33554432
80,770427571005.4418,4170634,33554432
81,1010158412860.8845,4170667,33554432
82,1065592175045.2538,4170690,33554432
83,989222641509.434,4170806,33554432
84,777875370919.8812,4171127,33554432
85,1016031249053.7473,4171160,33554432
86,1064510389898.7977,4171183,33554432
87,982704114804.51,4171299,33554432
88,777298739807.2646,4171620,33554432
89,1008246153846.1538,4171653,33554432
90,1060238624873.6097,4171676,33554432
91,982732895970.0094,4171792,33554432
92,763694198511.5051,4172113,33554432
93,990156751652.5024,4172146,33554432
94,1054905432595.5735,4172169,33554432
95,1003392003827.6367,4172285,33554432
96,792555731393.3438,4172606,33554432
97,1009186201088.7545,4172639,33554432
98,1060238624873.6097,4172662,33554432
99,979062558356.676,4172778,33554432
100,778434798747.2452,4173099,33554432
101,1017047526673.1329,4173132,33554432
102,1052787148594.3774,4173155,33554432
103,990127534008.0852,4173271,33554432
104,770445260837.6194,4173592,33554432
105,1003422009569.378,4173625,33554432
106,1052787148594.3774,4173648,33554432
107,990127534008.0852,4173764,33554432
108,778434798747.2452,4174085,33554432
109,1002462715105.1625,4174118,33554432
110,1040253968253.9684,4174141,33554432
111,980865620158.4377,4174257,33554432
112,771561360343.9951,4174578,33554432
113,999595805529.0753,4174611,33554432
114,1053845226130.6533,4174634,33554432
115,990127534008.0852,4174750,33554432
116,783085532917.9211,4175071,33554432
117,1006310940499.0404,4175104,33554432
118,1048576000000.0,4175127,33554432
119,976299339521.08,4175243,33554432
120,774982839457.6992,4175564,33554432
121,1012138996138.996,4175597,33554432
122,1054905432595.5735,4175620,33554432
123,999595805529.0753,4175736,33554432
124,774410487202.5664,4175970,33554432
125,1071034249417.4727,4176003,33554432
126,1128676780248.2424,4176026,33554432
127,1088828633546.4192,4176142,33554432
128,753811965043.9198,4178332,33554432
129,979948950089.0745,4178365,33554432
130,1045439680957.1287,4178388,33554432
131,954091159828.2579,4178504,33554432
132,784256912469.3234,4178803,33554432
133,1004383141762.452,4178836,33554432
134,1064544162436.5483,4178859,33554432
135,990127534008.0852,4178975,33554432
136,762029205368.7007,4179296,33554432
137,979033991771.9487,4179329,33554432
138,1061311740890.6884,4179352,33554432
139,982732895970.0094,4179468,33554432
140,760923237408.4404,4179789,33554432
141,1017047526673.1329,4179822,33554432
142,1060238624873.6097,4179845,33554432
143,974484709435.7157,4179961,33554432
144,754897343022.3402,4180282,33554432
145,1015078412391.094,4180315,33554432
146,1049625625625.6255,4180338,33554432
147,986401857894.582,4180454,33554432
148,762583395831.9128,4180775,33554432
149,995798670465.3372,4180808,33554432
150,1066710071210.58,4180831,33554432
151,981784006788.1908,4180947,33554432
152,774428360413.5894,4181268,33554432
153,985474815706.7755,4181301,33554432
154,1041254678044.996,4181324,33554432
155,979062558356.676,4181440,33554432
156,762029205368.7007,4181761,33554432
157,982704114804.51,4181794,33554432
158,1065626016260.1626,4181817,33554432
159,975419534883.7211,4181933,33554432
160,755985851075.814,4182254,33554432
161,1007277617675.3124,4182287,33554432
162,1041286991062.5623,4182310,33554432
163,965511811929.9054,4182426,33554432
164,766502923976.6082,4182747,33554432
165,994824394438.0206,4182780,33554432
166,1049625625625.6255,4182803,33554432
167,991092627599.2438,4182919,33554432
168,763711580480.6992,4183240,33554432
169,999566028180.762,4183273,33554432
170,1051698229117.6931,4183296,33554432
171,981812734082.397,4183412,33554432
172,779592295718.0364,4183733,33554432
173,1015047705478.4159,4183766,33554432
174,1025000977517.1066,4183789,33554432
175,961114573785.5178,4183905,33554432
176,765383941605.8394,4184226,33554432
177,979977570093.4578,4184259,33554432
178,1053812129016.0485,4184282,33554432
179,969109057301.294,4184398,33554432
180,768733121033.7007,4184719,33554432
181,975391180488.9391,4184752,33554432
182,1062353395599.1768,4184775,33554432
183,977237651444.5481,4184891,33554432
184,757624511729.7749,4185212,33554432
185,1017047526673.1329,4185245,33554432
186,1059134244499.8578,4185268,33554432
187,968214219759.9261,4185384,33554432
188,780771407297.0961,4185618,33554432
189,1018993349327.3406,4185651,33554432
190,1121471657754.0107,4185674,33554432
191,1087699179876.1709,4185790,33554432
192,748982857142.8572,4187980,33554432
193,1000519784119.0327,4188013,33554432
194,1076532195450.608,4188036,33554432
195,948052778798.0675,4188152,33554432
196,755441204944.053,4188451,33554432
197,986430856067.7328,4188484,33554432
198,1050677354709.4188,4188507,33554432
199,964651333946.6422,4188623,33554432
200,766485414715.4899,4188944,33554432
201,971803521779.4254,4188977,33554432
202,1060238624873.6097,4189000,33554432
203,959328472996.5408,4189116,33554432
204,781935868754.6608,4189437,33554432
205,1013086319857.4921,4189470,33554432
206,1064544162436.5483,4189493,33554432
207,955857793983.5916,4189609,33554432
208,765925540414.0702,4189930,33554432
209,991092627599.2438,4189963,33554432
210,1056998960466.2151,4189986,33554432
211,951520871143.3757,4190102,33554432
212,764825674690.0072,4190423,33554432
213,985474815706.7755,4190456,33554432
214,1055934543852.4718,4190479,33554432
215,938716799552.385,4190595,33554432
216,771561360343.9951,4190916,33554432
