idx,FLOPS,Correlation,Num_of_Operations
0,1520742912823.7668,146071,67108864
1,1867403066477.4468,146104,67108864
2,2041955393275.5208,146127,67108864
3,2170894575097.8552,146245,67108864
4,1529616483942.288,146454,67108864
5,1859177304964.5393,146487,67108864
6,2034033401024.4597,146510,67108864
7,2070175031619.212,146626,67108864
8,1525166791663.8257,146891,67108864
9,1860826974267.968,146924,67108864
10,2084644135188.867,146947,67108864
11,2060070726915.5205,147063,67108864
12,1527423160961.3984,147328,67108864
13,1855886725663.7168,147361,67108864
14,2020377649325.626,147384,67108864
15,2084579380610.6921,147500,67108864
16,1519640950159.643,147765,67108864
17,1862479573712.2559,147798,67108864
18,1963568013576.3816,147821,67108864
19,2078445986124.8762,147937,67108864
20,1530767883211.6787,148202,67108864
21,1875754367330.9668,148235,67108864
22,2060070726915.5205,148258,67108864
23,2051945084849.4114,148374,67108864
24,1507657800143.7812,148639,67108864
25,1901262543558.9429,148672,67108864
26,2008706157023.5566,148695,67108864
27,2070238894373.1494,148811,67108864
28,1644784784686.6497,148944,67108864
29,2097152000000.0,148977,67108864
30,2198272536687.6313,149000,67108864
31,2202890756302.521,149116,67108864
32,1506540891233.584,150451,67108864
33,1870734647227.72,150484,67108864
34,2002950723772.571,150507,67108864
35,1524093023255.8142,150623,67108864
36,1481006863372.542,150832,67108864
37,1899594202898.5505,150865,67108864
38,2094991539974.4011,150888,67108864
39,1359111813192.377,151004,67108864
40,1528501628516.1143,151269,67108864
41,1938218114602.588,151302,67108864
42,2050001955034.2131,151325,67108864
43,1375153459970.0825,151441,67108864
44,1528536443148.6877,151706,67108864
45,1938218114602.588,151739,67108864
46,2066095994581.4475,151762,67108864
47,2008706157023.5566,151878,67108864
48,1482053488218.0166,152143,67108864
49,1932858986175.1152,152176,67108864
50,2022325940212.1504,152199,67108864
51,1537466242067.4014,152315,67108864
52,1506574712643.6782,152580,67108864
53,1920413907569.037,152613,67108864
54,2072220595954.9177,152636,67108864
55,2070238894373.1494,152752,67108864
56,1501182534001.4316,153017,67108864
57,1934586295367.4075,153050,67108864
58,2103396458235.3862,153073,67108864
59,1648704402515.7231,153189,67108864
60,1603327217125.3823,153322,67108864
61,2116131050357.8975,153355,67108864
62,2148652514968.1428,153378,67108864
63,2205134689317.517,153494,67108864
64,1481006863372.542,154827,67108864
65,1872404899416.8691,154860,67108864
66,2046001951219.5125,154883,67108864
67,1359111813192.377,154999,67108864
68,1479961715734.9211,155208,67108864
69,1903041742286.7515,155241,67108864
70,2003010506208.214,155264,67108864
71,1974661291746.3586,155380,67108864
72,1520777374909.3545,155645,67108864
73,1903041742286.7515,155678,67108864
74,2032124031007.752,155701,67108864
75,2078445986124.8762,155817,67108864
76,1501148954255.676,156082,67108864
77,1922229147571.0356,156115,67108864
78,2020377649325.626,156138,67108864
79,1348623701292.1765,156254,67108864
80,1513062566230.0183,156519,67108864
81,1916957952468.0073,156552,67108864
82,2022325940212.1504,156575,67108864
83,1585111462786.6875,156691,67108864
84,1528501628516.1143,156956,67108864
85,1904770208900.9993,156989,67108864
86,2036069902912.621,157012,67108864
87,1818865568083.261,157128,67108864
88,1517441808931.5996,157393,67108864
89,1939955019801.6936,157426,67108864
90,2001039568238.0654,157449,67108864
91,1399004857303.6753,157565,67108864
92,1628223602484.4722,157698,67108864
93,2116197780020.182,157731,67108864
94,2175398359752.3418,157754,67108864
95,2235769722814.499,157870,67108864
96,1486254822492.4148,159203,67108864
97,1894392773465.0671,159236,67108864
98,2052007827788.6494,159259,67108864
99,1587511271970.2883,159375,67108864
100,1503301090925.3826,159584,67108864
101,1920468864468.8643,159617,67108864
102,2066159605911.3303,159640,67108864
103,2020316825721.769,159756,67108864
104,1508708527236.348,160021,67108864
105,1938218114602.588,160054,67108864
106,2072284584980.237,160077,67108864
107,1367977332490.776,160193,67108864
108,1493664759954.595,160458,67108864
109,1941751222476.2017,160491,67108864
110,2072284584980.237,160514,67108864
111,2051945084849.4114,160630,67108864
112,1500075195028.7234,160895,67108864
113,1922229147571.0356,160928,67108864
114,2097086466047.936,160951,67108864
115,1367085579254.008,161067,67108864
116,1513096681096.6812,161332,67108864
117,1904770208900.9993,161365,67108864
118,2070238894373.1494,161388,67108864
119,1974661291746.3586,161504,67108864
120,1502224251785.1946,161769,67108864
121,1950782360977.8782,161802,67108864
122,2086718407960.1992,161825,67108864
123,1334066157760.8142,161941,67108864
124,1604553940321.3467,162074,67108864
125,2126861597946.3125,162107,67108864
126,2209781816984.425,162130,67108864
127,2159785787847.58,162246,67108864
128,1483134370579.9153,163579,67108864
129,1854245800176.8345,163612,67108864
130,2024216933610.8347,163635,67108864
131,1555750741839.7625,163751,67108864
132,1534092216253.2861,163960,67108864
133,1897821441701.3096,163993,67108864
134,2116131050357.8975,164016,67108864
135,2041955393275.5208,164132,67108864
136,1537466242067.4014,164397,67108864
137,1911661130893.0354,164430,67108864
138,2047937501907.2905,164453,67108864
139,1349518661518.6614,164569,67108864
140,1507657800143.7812,164834,67108864
141,1913405297522.3105,164867,67108864
142,2090814219397.4514,164890,67108864
143,2070175031619.212,165006,67108864
144,1528501628516.1143,165271,67108864
145,1911661130893.0354,165304,67108864
146,2064125984251.9683,165327,67108864
147,1362671864847.3035,165443,67108864
148,1504379474993.8354,165708,67108864
149,1936372565426.898,165741,67108864
150,2084644135188.867,165764,67108864
151,1381494616793.956,165880,67108864
152,1534092216253.2861,166145,67108864
153,1908236578707.9163,166178,67108864
154,2044007797270.955,166201,67108864
155,1372481675392.6702,166317,67108864
156,1615640609577.0037,166450,67108864
157,2086653524455.0854,166483,67108864
158,2184462224536.9617,166506,67108864
159,2137769622833.843,166622,67108864
160,1519675362318.8406,167955,67108864
161,1875806797853.3093,167988,67108864
162,2020316825721.769,168011,67108864
163,2052007827788.6494,168127,67108864
164,1503301090925.3826,168336,67108864
165,1938218114602.588,168369,67108864
166,2024216933610.8347,168392,67108864
167,1553445925925.926,168508,67108864
168,1520742912823.7668,168773,67108864
