idx,FLOPS,Correlation,Num_of_Operations
0,786038980509.7451,226136,33554432
1,894689419795.2219,226169,33554432
2,1022969787506.4785,226192,33554432
3,1068884811416.9215,226310,33554432
4,814724584193.2743,226453,33554432
5,893165247018.7394,226486,33554432
6,1015078412391.094,226509,33554432
7,963737025016.5149,226625,33554432
8,816647975077.8816,226790,33554432
9,882639730639.7307,226823,33554432
10,1038194059405.9406,226846,33554432
11,966401658938.3948,226962,33554432
12,804122699386.5029,227127,33554432
13,890865047125.979,227160,33554432
14,1033047997290.7238,227183,33554432
15,970903703703.7036,227299,33554432
16,827584954988.2847,227464,33554432
17,891622565301.7297,227497,33554432
18,1027008814887.3655,227520,33554432
19,963737025016.5149,227636,33554432
20,816012451361.8677,227801,33554432
21,898498647744.0087,227834,33554432
22,1038194059405.9406,227857,33554432
23,965511811929.9054,227973,33554432
24,819840500390.9304,228138,33554432
25,887871295512.2777,228171,33554432
26,1035087515809.606,228194,33554432
27,974513011152.4163,228310,33554432
28,812849612403.1008,228475,33554432
29,900065236051.5021,228508,33554432
30,1027984191660.7947,228531,33554432
31,973608170844.9396,228647,33554432
32,812829921755.7714,228812,33554432
33,887847802503.109,228845,33554432
34,1038161938058.8473,228868,33554432
35,969109057301.294,228984,33554432
36,819820469593.6866,229149,33554432
37,885621621621.6216,229182,33554432
38,1036110297977.4589,229205,33554432
39,976327746741.1545,229321,33554432
40,819820469593.6866,229486,33554432
41,892381372835.8289,229519,33554432
42,1034098619329.3887,229542,33554432
43,965539594843.4622,229658,33554432
44,823058084772.3705,229823,33554432
45,884128161888.7015,229856,33554432
46,1043359203980.0996,229879,33554432
47,975419534883.7211,229995,33554432
48,818540531310.2236,230160,33554432
49,892381372835.8289,230193,33554432
50,1036142292490.1185,230216,33554432
51,979062558356.676,230332,33554432
52,819200000000.0,230497,33554432
53,877469456066.9456,230530,33554432
54,1005315996045.1808,230553,33554432
55,969109057301.294,230669,33554432
56,810963650425.3674,230834,33554432
57,896194866590.1017,230867,33554432
58,1005346116970.2781,230890,33554432
59,961996330275.2292,231006,33554432
60,829569620253.1646,231105,33554432
61,913393728222.9966,231138,33554432
62,1117884861407.2495,231161,33554432
63,1104890908492.2124,231277,33554432
64,793774413323.24,233292,33554432
65,876712878530.5566,233325,33554432
66,1001475361886.2855,233348,33554432
67,943812781278.1278,233464,33554432
68,797396197718.6312,233607,33554432
69,906288677614.5203,233640,33554432
70,1022003898635.4775,233663,33554432
71,958478976234.0037,233779,33554432
72,812200324353.1091,233944,33554432
73,903166236003.4453,233977,33554432
74,1028015686274.5099,234000,33554432
75,965511811929.9054,234116,33554432
76,810944051042.8499,234281,33554432
77,903944827586.207,234314,33554432
78,976299339521.08,234337,33554432
79,958478976234.0037,234453,33554432
80,812219984508.1332,234618,33554432
81,905506044905.0087,234651,33554432
82,1041286991062.5623,234674,33554432
83,937903398926.6547,234790,33554432
84,812200324353.1091,234955,33554432
85,906264199864.9562,234988,33554432
86,1042289690305.3461,235011,33554432
87,952385104450.4996,235127,33554432
88,813480217222.6533,235292,33554432
89,905506044905.0087,235325,33554432
90,1027984191660.7947,235348,33554432
91,944663063063.0629,235464,33554432
92,806577534193.8896,235629,33554432
93,907072664359.8617,235662,33554432
94,1013116908212.5605,235685,33554432
95,956729927007.2991,235801,33554432
96,809691658019.8353,235966,33554432
97,903920476280.2726,235999,33554432
98,1023000975609.7562,236022,33554432
99,955857793983.5916,236138,33554432
100,805957581726.0347,236303,33554432
101,888600195969.3864,236336,33554432
102,1036142292490.1185,236359,33554432
103,963764705882.3529,236475,33554432
104,804720531453.102,236640,33554432
105,907048144243.5055,236673,33554432
106,1014066064250.9595,236696,33554432
107,971775377219.149,236812,33554432
108,800420600653.6104,236977,33554432
109,903920476280.2726,237010,33554432
110,1031048180924.2871,237033,33554432
111,952358073397.0994,237149,33554432
112,804122699386.5029,237314,33554432
113,897753424657.5343,237347,33554432
114,1041286991062.5623,237370,33554432
115,955830565446.5177,237486,33554432
116,800420600653.6104,237651,33554432
117,907833446064.771,237684,33554432
118,1021972771297.1707,237707,33554432
119,970005550416.2814,237823,33554432
120,808443127334.056,237988,33554432
121,900814303739.6976,238021,33554432
122,1041286991062.5623,238044,33554432
123,963737025016.5149,238160,33554432
124,813480217222.6533,238259,33554432
125,921420035149.3849,238292,33554432
126,1107224286421.3826,238315,33554432
127,1071068437180.7966,238431,33554432
128,798003044140.0304,240444,33554432
129,894665564591.3878,240477,33554432
130,1009186201088.7545,240500,33554432
131,942090350113.7098,240616,33554432
132,816628099978.0963,240759,33554432
133,903141926627.7285,240792,33554432
134,1021008763388.5104,240815,33554432
135,964623602127.3538,240931,33554432
136,811591331269.3499,241096,33554432
137,907858008658.0087,241129,33554432
138,1011132499623.3237,241152,33554432
139,969081068592.0577,241268,33554432
140,812849612403.1008,241433,33554432
141,898522707797.7721,241466,33554432
142,1035087515809.606,241489,33554432
143,961087044940.2803,241605,33554432
144,800439694656.4885,241770,33554432
145,900814303739.6976,241803,33554432
146,1021972771297.1707,241826,33554432
147,961996330275.2292,241942,33554432
148,809711196911.197,242107,33554432
149,906288677614.5203,242140,33554432
150,1017047526673.1329,242163,33554432
151,965511811929.9054,242279,33554432
152,808443127334.056,242444,33554432
153,903166236003.4453,242477,33554432
154,1025972542424.7057,242500,33554432
155,964623602127.3538,242616,33554432
156,811591331269.3499,242781,33554432
157,911805217391.3043,242814,33554432
158,1002432766707.4957,242837,33554432
159,968214219759.9261,242953,33554432
160,809691658019.8353,243118,33554432
161,899293310463.1218,243151,33554432
162,1010158412860.8845,243174,33554432
163,963764705882.3529,243290,33554432
164,804103429269.8124,243455,33554432
165,899293310463.1218,243488,33554432
166,1022003898635.4775,243511,33554432
167,977209191251.4198,243627,33554432
168,806577534193.8896,243792,33554432
169,903141926627.7285,243825,33554432
170,1030003744973.4476,243848,33554432
171,967293147683.7037,243964,33554432
172,814111801242.2361,244129,33554432
173,905506044905.0087,244162,33554432
174,1020015564202.3347,244185,33554432
175,985474815706.7755,244301,33554432
176,804739831158.8643,244466,33554432
177,908644714038.1283,244499,33554432
178,1034098619329.3887,244522,33554432
179,982732895970.0094,244638,33554432
