idx,FLOPS,Correlation,Num_of_Operations
0,5793112545050.392,3078691,268435456
1,7869238273921.2,3078724,268435456
2,8264383978325.79,3078747,268435456
3,8191750007629.162,3078863,268435456
4,6269512705530.642,3079139,268435456
5,8256503937007.873,3079172,268435456
6,8802316894018.889,3079195,268435456
7,8430761809045.227,3079311,268435456
8,6163420568043.534,3080225,268435456
9,8168070107108.083,3080258,268435456
10,8224125490196.079,3080281,268435456
11,8042768935762.225,3080397,268435456
12,6227478389977.962,3080673,268435456
13,8313783944499.505,3080706,268435456
14,8533409288870.521,3080729,268435456
15,8756375782881.002,3080845,268435456
16,5924158192090.396,3081759,268435456
17,8191750007629.162,3081792,268435456
18,8297337289812.067,3081815,268435456
19,8027376076555.024,3081931,268435456
20,6030495720351.358,3082207,268435456
21,8516353299492.387,3082240,268435456
22,8692858031088.084,3082263,268435456
23,8638865124062.691,3082379,268435456
24,6065515545914.679,3083293,268435456
25,8027136030621.094,3083326,268435456
26,8388345864191.744,3083349,268435456
27,8058220941402.499,3083465,268435456
28,6177036058632.671,3083741,268435456
29,8559804081632.653,3083774,268435456
30,8876540326047.418,3083797,268435456
31,8621385405960.945,3083913,268435456
32,6043529639552.424,3084827,268435456
33,8050246093867.146,3084860,268435456
34,8321773754533.899,3084883,268435456
35,7973961977186.312,3084999,268435456
36,6250680079171.032,3085275,268435456
37,7989150476190.476,3085308,268435456
38,8674598675068.67,3085331,268435456
39,8647770883669.984,3085447,268435456
40,6200005912786.4,3086361,268435456
41,8042527968361.446,3086394,268435456
42,8208031311154.598,3086417,268435456
43,8050246093867.146,3086533,268435456
44,6213783703703.704,3086809,268435456
45,8413585832941.545,3086842,268435456
46,8639143151390.32,3086865,268435456
47,8550806103271.43,3086981,268435456
48,5970539501779.359,3087895,268435456
49,7966152951301.303,3087928,268435456
50,8208031311154.598,3087951,268435456
51,7989150476190.476,3088067,268435456
52,6293029257314.329,3088343,268435456
53,8346614097820.342,3088376,268435456
54,8612533880903.491,3088399,268435456
55,8683859213250.519,3088515,268435456
56,6091944807552.651,3089429,268435456
57,8065969230769.23,3089462,268435456
58,8297080827125.769,3089485,268435456
59,7973725115104.709,3089601,268435456
60,6163562086700.955,3089877,268435456
61,8455991683729.721,3089910,268435456
62,8692858031088.084,3089933,268435456
63,8612257563604.864,3090049,268435456
64,6087523947750.363,3090963,268435456
65,8096867734443.339,3090996,268435456
66,8439243460764.588,3091019,268435456
67,8012042024832.856,3091135,268435456
68,6186289085545.723,3091411,268435456
