idx,FLOPS,Correlation,Num_of_Operations
0,5870264520643.807,36843,268435456
1,7256385153948.044,36876,268435456
2,7861632918436.08,36899,268435456
3,8498827164793.414,37017,268435456
4,8639143151390.32,37094,268435456
5,8473341414141.414,37127,268435456
6,8665917355371.902,37150,268435456
7,8638865124062.691,37266,268435456
8,5857966480446.928,37941,268435456
9,7345340155972.089,37974,268435456
10,8050487523992.323,37997,268435456
11,8081510597302.504,38113,268435456
12,6340445851146.75,38190,268435456
13,8104690558859.937,38223,268435456
14,8638865124062.691,38246,268435456
15,8473341414141.414,38362,268435456
16,5911503358365.082,39035,268435456
17,7463174377224.198,39068,268435456
18,7839820560747.662,39091,268435456
19,8027136030621.094,39207,268435456
20,6423130168453.292,39284,268435456
21,8151946794618.725,39317,268435456
22,8272788954635.109,39340,268435456
23,8621108520409.801,39456,268435456
24,5890747130724.834,40129,268435456
25,7489828571428.571,40162,268435456
26,7996528225446.096,40185,268435456
27,7795877675485.726,40301,268435456
28,6442863287250.384,40378,268435456
29,8447476350819.774,40411,268435456
30,8793090146750.525,40434,268435456
31,8354927199726.1045,40550,268435456
32,5983315263908.702,41223,268435456
33,7529957530365.508,41256,268435456
34,8256503937007.873,41279,268435456
35,7951287203791.471,41395,268435456
36,6558724003127.443,41472,268435456
37,8490225385077.648,41505,268435456
38,8756375782881.002,41528,268435456
39,8447742195367.572,41644,268435456
40,5928213952872.066,42317,268435456
41,7543712230215.826,42350,268435456
42,7996766444232.603,42373,268435456
43,7981311687925.549,42489,268435456
44,6457742879137.799,42566,268435456
45,8542098838504.376,42599,268435456
46,8594885245901.639,42622,268435456
47,8738133333333.334,42738,268435456
48,6039178744178.722,43411,268435456
49,7423546902654.867,43444,268435456
50,8035065134099.616,43467,268435456
51,8144032523285.095,43583,268435456
52,6428052107279.693,43660,268435456
53,8594885245901.639,43693,268435456
54,8747245046923.879,43716,268435456
55,8674879007238.883,43832,268435456
56,5961920177679.067,44505,268435456
57,7496521894548.704,44538,268435456
58,8027376076555.024,44561,268435456
59,8120381643827.327,44677,268435456
60,6467700848111.025,44754,268435456
61,8355187250996.016,44787,268435456
62,8464791120080.728,44810,268435456
63,8498827164793.414,44926,268435456
64,5945019289969.659,45599,268435456
65,7430122232063.773,45632,268435456
66,8297080827125.769,45655,268435456
67,8011802895090.284,45771,268435456
68,6437764251624.816,45848,268435456
69,8473341414141.414,45881,268435456
70,8756090158854.421,45904,268435456
71,8533409288870.521,46020,268435456
72,5966293029871.978,46693,268435456
73,7530168761220.825,46726,268435456
74,8160124513618.678,46749,268435456
75,7796104089219.33,46865,268435456
76,6452775384615.385,46942,268435456
77,8305552475247.524,46975,268435456
78,8829823229499.03,46998,268435456
79,8464791120080.728,47114,268435456
80,5970406708035.854,47787,268435456
81,7345340155972.089,47820,268435456
82,8215819055489.241,47843,268435456
83,8176031189083.82,47959,268435456
84,6517954933954.935,48036,268435456
85,8405418837675.351,48069,268435456
86,8648049484536.082,48092,268435456
87,8533680569684.64,48208,268435456
88,5932537482319.661,48881,268435456
89,7462966888153.6875,48914,268435456
90,8120381643827.327,48937,268435456
91,7958831119544.592,49053,268435456
92,6350045087881.153,49130,268435456
93,8656974200206.398,49163,268435456
94,8498827164793.414,49186,268435456
95,8430761809045.227,49302,268435456
96,5870264520643.807,49975,268435456
97,7503017469323.867,50008,268435456
98,8057979047218.803,50031,268435456
99,8216070519098.924,50147,268435456
100,6403364805228.883,50224,268435456
101,8568273995339.781,50257,268435456
102,8594610059872.571,50280,268435456
103,8710629068371.354,50396,268435456
104,5833524339360.223,51069,268435456
105,7536722800909.679,51102,268435456
106,8208031311154.598,51125,268435456
107,7861863167760.075,51241,268435456
108,6364649468892.261,51318,268435456
109,8568547497446.373,51351,268435456
110,8737848898147.847,51374,268435456
111,8355187250996.016,51490,268435456
112,5940809029545.203,52163,268435456
113,7564119026149.686,52196,268435456
114,8256503937007.873,52219,268435456
115,8065726871187.765,52335,268435456
116,6563695527789.324,52412,268435456
117,8355187250996.016,52445,268435456
118,8594610059872.571,52468,268435456
119,8464791120080.728,52584,268435456
120,5966160424954.993,53257,268435456
121,7543712230215.826,53290,268435456
122,8042527968361.446,53313,268435456
123,8256249992310.769,53429,268435456
124,6512736395176.747,53506,268435456
125,8297337289812.067,53539,268435456
126,8848450934502.422,53562,268435456
127,8559804081632.653,53678,268435456
128,5957685953347.981,54351,268435456
129,7612166969147.006,54384,268435456
130,8128496124031.008,54407,268435456
131,8160124513618.678,54523,268435456
132,6437764251624.816,54600,268435456
133,8568273995339.781,54633,268435456
134,8542370672097.759,54656,268435456
135,8710629068371.354,54772,268435456
136,5886742456140.351,55445,268435456
137,7577571093860.269,55478,268435456
138,7928506837581.594,55501,268435456
139,8151946794618.725,55617,268435456
140,6330875592556.779,55694,268435456
141,8533680569684.64,55727,268435456
142,8683578300391.421,55750,268435456
143,8665637602091.875,55866,268435456
144,5919846862939.685,56539,268435456
145,7577785004516.712,56572,268435456
146,8216070519098.924,56595,268435456
147,7724094495439.243,56711,268435456
148,6413155648995.389,56788,268435456
149,8551078491335.372,56821,268435456
150,8858086589229.145,56844,268435456
151,8647770883669.984,56960,268435456
152,5919977417078.335,57633,268435456
153,7410226528640.441,57666,268435456
154,8167821573102.083,57689,268435456
155,8019701720841.3,57805,268435456
156,6553440003906.155,57882,268435456
157,8379966159897.6045,57915,268435456
158,8701875518672.199,57938,268435456
159,8692576535733.947,58054,268435456
160,5861932085689.952,58727,268435456
161,7530168761220.825,58760,268435456
162,8215819055489.241,58783,268435456
163,7966152951301.303,58899,268435456
164,6472535288018.711,58976,268435456
165,8629977688474.521,59009,268435456
166,8710911734164.071,59032,268435456
167,8507446391785.25,59148,268435456
168,6043529639552.424,59821,268435456
169,7403890556045.8955,59854,268435456
170,8159876462899.353,59877,268435456
171,8120627299128.752,59993,268435456
172,6422976479314.718,60070,268435456
173,8272788954635.109,60103,268435456
174,8729040582726.327,60126,268435456
175,8577034731763.427,60242,268435456
176,5870264520643.807,60915,268435456
177,7639680564646.953,60948,268435456
178,8027376076555.024,60971,268435456
179,7958831119544.592,61087,268435456
180,6467545018672.448,61164,268435456
181,8481908998988.878,61197,268435456
182,8516083119190.382,61220,268435456
183,8765525600835.946,61336,268435456
184,5886613363742.023,62009,268435456
185,7543500238864.69,62042,268435456
186,7913781132075.472,62065,268435456
187,7989150476190.476,62181,268435456
188,6512736395176.747,62258,268435456
189,8338576540755.468,62291,268435456
190,8792802122571.981,62314,268435456
191,8533680569684.64,62430,268435456
192,5953589779985.806,63103,268435456
193,7543712230215.826,63136,268435456
194,8297337289812.067,63159,268435456
195,8027136030621.094,63275,268435456
196,6533024799824.7705,63352,268435456
197,8516353299492.387,63385,268435456
198,8811273789594.617,63408,268435456
199,8674879007238.883,63524,268435456
200,5773177968471.084,64197,268435456
201,7557091748543.115,64230,268435456
202,8183758300051.828,64253,268435456
203,8019701720841.3,64369,268435456
204,6523023328149.3,64446,268435456
205,8280955577492.598,64479,268435456
206,8867450317124.736,64502,268435456
207,8568547497446.373,64618,268435456
208,5878491941135.248,65291,268435456
209,7462966888153.6875,65324,268435456
210,8065969230769.23,65347,268435456
211,8224125490196.079,65463,268435456
212,6517954933954.935,65540,268435456
213,8447742195367.572,65573,268435456
214,8765525600835.946,65596,268435456
215,8802316894018.889,65712,268435456
216,5757328815013.404,66385,268435456
217,7611951113001.56,66418,268435456
218,8012042024832.856,66441,268435456
219,8167821573102.083,66557,268435456
220,6447815526518.063,66634,268435456
221,8559804081632.653,66667,268435456
222,8499096251266.464,66690,268435456
223,8729040582726.327,66806,268435456
224,5903313159746.657,67479,268435456
225,7674627783972.326,67512,268435456
226,8065969230769.23,67535,268435456
227,8081510597302.504,67651,268435456
228,6403517557251.908,67728,268435456
229,8516353299492.387,67761,268435456
230,8568547497446.373,67784,268435456
231,8603424762026.857,67900,268435456
232,5882614305750.351,68573,268435456
233,7503017469323.867,68606,268435456
234,8355187250996.016,68629,268435456
235,8019701720841.3,68745,268435456
236,6437764251624.816,68822,268435456
237,8473073955998.862,68855,268435456
238,8867157400984.375,68878,268435456
239,8490225385077.648,68994,268435456
240,5932537482319.661,69667,268435456
241,7523204394495.67,69700,268435456
242,8168070107108.083,69723,268435456
243,8089059996986.59,69839,268435456
244,6413308868501.529,69916,268435456
245,8232196270853.779,69949,268435456
246,8765525600835.946,69972,268435456
247,8783882722513.089,70088,268435456
248,5936604728310.149,70761,268435456
249,7523415246636.771,70794,268435456
250,8160124513618.678,70817,268435456
251,8199757338790.97,70933,268435456
252,6584303171527.387,71010,268435456
253,8413849548645.938,71043,268435456
254,8756375782881.002,71066,268435456
255,8568547497446.373,71182,268435456
256,6136368865013.145,72368,268435456
257,7577785004516.712,72401,268435456
258,8380227772227.773,72424,268435456
259,1511171600031.5256,72466,268435456
260,8144279611650.484,72545,268435456
261,8397005005005.004,72622,268435456
262,8648049484536.082,72655,268435456
263,8647770883669.984,72678,268435456
264,1610068532835.9011,72719,268435456
265,8112528514007.676,72797,268435456
266,5949235522262.36,73470,268435456
267,7731435944700.461,73503,268435456
268,8280955577492.598,73526,268435456
269,1529355043812.1716,73567,268435456
270,7557091748543.115,73645,268435456
271,6388886519421.173,73722,268435456
272,8338576540755.468,73755,268435456
273,8747245046923.879,73778,268435456
274,1611315269457.4834,73819,268435456
275,7876396115137.467,73897,268435456
276,6056620022111.415,74570,268435456
277,7612166969147.006,74603,268435456
278,8231943819191.021,74626,268435456
279,1525461476388.0205,74667,268435456
280,7563905886330.977,74745,268435456
281,6467545018672.448,74822,268435456
282,8621385405960.945,74855,268435456
283,8683578300391.421,74878,268435456
284,1602073683268.1807,74919,268435456
285,8019701720841.3,74997,268435456
286,5936604728310.149,75670,268435456
287,7702816608797.957,75703,268435456
288,8346614097820.342,75726,268435456
289,1534381589852.9268,75767,268435456
290,7536934411500.449,75845,268435456
291,6393756097560.976,75922,268435456
292,8559531137399.955,75955,268435456
293,8820828601472.135,75978,268435456
294,1610696492217.5955,76019,268435456
295,7936007568366.592,76097,268435456
296,6021837629270.7,76770,268435456
297,7605265639165.911,76803,268435456
298,8280700126476.848,76826,268435456
299,1530183244312.449,76867,268435456
300,7469820124666.072,76945,268435456
301,6427898182514.786,77022,268435456
302,8499096251266.464,77055,268435456
303,8683578300391.421,77078,268435456
304,1615348939089.4102,77119,268435456
305,8035065134099.616,77197,268435456
306,5974659039818.38,77870,268435456
307,7681875457875.457,77903,268435456
308,7876396115137.467,77926,268435456
309,1530750424835.4832,77967,268435456
310,7390640566063.71,78045,268435456
311,6447815526518.063,78122,268435456
312,8507716024340.771,78155,268435456
313,8774694560669.456,78178,268435456
314,1602083244804.6602,78219,268435456
315,7810394716168.64,78297,268435456
316,6127404323312.562,78970,268435456
317,7731435944700.461,79003,268435456
318,8264383978325.79,79026,268435456
319,1529912890834.2737,79067,268435456
320,7591500452488.6875,79145,268435456
321,6517954933954.935,79222,268435456
322,8559531137399.955,79255,268435456
323,8630255144032.922,79278,268435456
324,1607301694509.311,79319,268435456
325,8019701720841.3,79397,268435456
326,5945019289969.659,80070,268435456
327,7688916590284.143,80103,268435456
328,8012042024832.856,80126,268435456
329,1531309290465.379,80167,268435456
330,7262667568518.168,80245,268435456
331,6548483996877.44,80322,268435456
332,8430761809045.227,80355,268435456
333,8422297188755.02,80378,268435456
334,1608226128425.4167,80419,268435456
335,7795877675485.726,80497,268435456
336,5945019289969.659,81170,268435456
337,7646644523572.142,81203,268435456
338,8388345864191.744,81226,268435456
339,1523513470870.3425,81267,268435456
340,7509734396419.08,81345,268435456
341,6379169581749.05,81422,268435456
342,8422032943243.498,81455,268435456
343,8710911734164.071,81478,268435456
344,1611005821420.4265,81519,268435456
345,7996528225446.096,81597,268435456
346,6091806558493.136,82270,268435456
347,7632946314831.665,82303,268435456
348,8346614097820.342,82326,268435456
349,1521579058944.8982,82367,268435456
350,7300591694090.13,82445,268435456
351,6462718027734.977,82522,268435456
352,8439243460764.588,82555,268435456
353,8665917355371.902,82578,268435456
354,1612244327259.1865,82619,268435456
355,7847154349859.683,82697,268435456
356,6004595817022.704,83370,268435456
357,7598376811594.202,83403,268435456
358,8216070519098.924,83426,268435456
359,1527405778794.3965,83467,268435456
360,7618864587176.795,83545,268435456
361,6512894409937.889,83622,268435456
362,8405155650186.304,83655,268435456
363,8674879007238.883,83678,268435456
364,1610078190040.9062,83719,268435456
365,7958831119544.592,83797,268435456
366,6026163564934.336,84470,268435456
367,7695970642201.834,84503,268435456
368,8120627299128.752,84526,268435456
369,1520751528198.7366,84567,268435456
370,7509734396419.08,84645,268435456
371,6502796899224.807,84722,268435456
372,8568273995339.781,84755,268435456
373,8551078491335.372,84778,268435456
374,1610078190040.9062,84819,268435456
375,7921020272064.682,84897,268435456
376,5987586009992.862,85570,268435456
377,7667612785283.783,85603,268435456
378,8200007820136.853,85626,268435456
