idx,pinned time (s),bytes transferred (B)
0,33422.931,33570816
1,32442.2,33570816
2,1531.325,33570816
3,1640.803,33570816
4,1328.32,33570816
5,1219.707,33570816
6,1118.353,33570816
7,1071.796,33570816
8,1127.656,33570816
9,1095.882,33570816
10,968.177,33570816
11,1007.679,33570816
12,982.512,33570816
13,955.198,33570816
14,1071.946,33570816
15,1119.656,33570816
16,1114.142,33570816
17,1048.578,33570816
18,905.975,33570816
19,1080.324,33570816
20,1036.307,33570816
21,1119.992,33570816
22,1071.139,33570816
23,1115.724,33570816
24,1085.427,33570816
25,1089.997,33570816
26,1076.206,33570816
27,1085.037,33570816
28,1088.192,33570816
29,1081.272,33570816
30,1066.936,33570816
31,1082.522,33570816
32,1058.053,33570816
33,1060.605,33570816
34,1066.066,33570816
35,1094.143,33570816
36,1105.561,33570816
37,1092.857,33570816
38,1007.018,33570816
39,1096.892,33570816
40,1072.603,33570816
41,1078.739,33570816
42,1070.485,33570816
43,1050.122,33570816
44,987.675,33570816
45,933.228,33570816
46,979.676,33570816
47,1093.737,33570816
48,964.948,33570816
49,789.494,33570816
50,1072.647,33570816
51,1077.405,33570816
52,856.533,33570816
53,882.509,33570816
54,1066.753,33570816
55,1084.524,33570816
56,764.722,33570816
57,866.999,33570816
58,1077.451,33570816
59,1080.606,33570816
60,826.212,33570816
61,823.469,33570816
62,1051.113,33570816
63,1100.905,33570816
64,930.679,33587200
65,930.822,33587200
66,986.996,33587200
67,953.176,33587200
68,912.181,33587200
69,940.408,33587200
70,965.863,33587200
71,837.228,33587200
72,921.119,33587200
73,960.993,33587200
74,859.537,33587200
75,845.069,33587200
76,819.511,33587200
77,812.407,33587200
78,921.609,33587200
79,923.761,33587200
80,945.02,33587200
81,893.28,33587200
82,805.54,33587200
83,894.918,33587200
84,910.427,33587200
85,921.901,33587200
86,900.052,33587200
87,949.964,33587200
88,905.045,33587200
89,1320.359,33587200
90,894.925,33587200
91,930.402,33587200
92,892.186,33587200
93,922.111,33587200
94,956.07,33587200
95,930.822,33587200
96,894.283,33587200
97,964.806,33587200
98,934.487,33587200
99,917.766,33587200
100,911.918,33587200
101,961.195,33587200
102,896.901,33587200
103,939.947,33587200
104,903.706,33587200
105,965.114,33587200
106,912.81,33587200
107,897.191,33587200
108,820.552,33587200
109,863.554,33587200
110,827.301,33587200
111,922.445,33587200
112,817.485,33587200
113,760.188,33587200
114,895.292,33587200
115,934.161,33587200
116,762.849,33587200
117,751.996,33587200
118,930.593,33587200
119,917.635,33587200
120,690.233,33587200
121,786.457,33587200
122,867.4,33587200
123,900.747,33587200
124,731.788,33587200
125,714.358,33587200
126,903.289,33587200
127,902.545,33587200
128,924.909,33603584
129,920.681,33603584
130,946.706,33603584
131,918.183,33603584
132,888.285,33603584
133,1007.681,33603584
134,958.052,33603584
135,853.79,33603584
136,954.645,33603584
137,918.449,33603584
138,868.11,33603584
139,832.755,33603584
140,863.709,33603584
141,825.556,33603584
142,994.799,33603584
143,936.993,33603584
144,914.312,33603584
145,950.138,33603584
146,853.935,33603584
147,892.626,33603584
148,967.291,33603584
149,940.354,33603584
150,926.104,33603584
151,946.0,33603584
152,852.659,33603584
153,897.169,33603584
154,908.248,33603584
155,948.332,33603584
156,947.79,33603584
157,928.733,33603584
158,885.471,33603584
159,938.167,33603584
160,965.089,33603584
161,912.44,33603584
162,912.017,33603584
163,914.583,33603584
164,955.135,33603584
165,993.167,33603584
166,934.521,33603584
167,969.831,33603584
168,936.685,33603584
169,953.869,33603584
170,928.209,33603584
171,908.398,33603584
172,852.305,33603584
173,850.131,33603584
174,1032.027,33603584
175,953.982,33603584
176,818.796,33603584
177,737.925,33603584
178,917.39,33603584
179,940.921,33603584
180,772.276,33603584
181,750.398,33603584
182,939.074,33603584
183,928.75,33603584
184,692.935,33603584
185,753.086,33603584
186,913.482,33603584
187,920.803,33603584
188,809.981,33603584
189,705.956,33603584
190,950.634,33603584
191,977.497,33603584
192,941.678,33619968
193,928.236,33619968
194,908.01,33619968
195,936.154,33619968
196,902.39,33619968
197,923.865,33619968
198,904.171,33619968
199,809.102,33619968
200,925.53,33619968
201,940.338,33619968
202,847.538,33619968
