idx,pinned time (s),bytes transferred (B)
0,25883.508,16785408
1,19714.638,16785408
2,3696.956,16785408
3,1636.782,16785408
4,1371.803,16785408
5,1419.007,16785408
6,1859.701,16785408
7,1745.552,16785408
8,1574.887,16785408
9,1849.581,16785408
10,1212.049,16785408
11,1992.804,16785408
12,1704.772,16785408
13,2547.225,16785408
14,519.079,16785408
15,449.772,16785408
16,544.586,16785408
17,422.48,16785408
18,434.14,16785408
19,469.006,16785408
20,473.088,16785408
21,490.598,16785408
22,470.468,16785408
23,474.195,16785408
24,460.286,16785408
25,468.203,16785408
26,484.795,16785408
27,450.014,16785408
28,438.955,16785408
29,489.884,16785408
30,463.453,16785408
31,451.552,16785408
32,622.214,16785408
33,421.975,16785408
34,494.85,16785408
35,465.423,16785408
36,480.904,16785408
37,505.698,16785408
38,490.506,16785408
39,457.917,16785408
40,400.05,16785408
41,478.232,16785408
42,485.124,16785408
43,449.201,16785408
44,461.233,16785408
45,491.398,16785408
46,543.02,16785408
47,434.607,16785408
48,509.894,16785408
49,475.507,16785408
50,558.067,16785408
51,418.687,16785408
52,490.124,16785408
53,477.673,16785408
54,407.857,16785408
55,492.18,16785408
56,491.168,16785408
57,486.854,16785408
58,492.818,16785408
59,490.064,16785408
60,471.217,16785408
61,486.98,16785408
62,475.17,16785408
63,490.368,16785408
64,508.576,16785408
65,514.451,16785408
66,488.19,16785408
67,482.07,16785408
68,507.851,16785408
69,486.87,16785408
70,472.687,16785408
71,496.112,16785408
72,460.493,16785408
73,577.283,16785408
74,402.682,16785408
75,498.834,16785408
76,591.631,16785408
77,431.655,16785408
78,499.029,16785408
79,485.766,16785408
80,473.142,16785408
81,516.464,16785408
82,471.438,16785408
83,476.172,16785408
84,586.596,16785408
85,408.899,16785408
86,582.815,16785408
87,426.159,16785408
88,569.265,16785408
89,498.909,16785408
90,426.195,16785408
91,493.054,16785408
92,473.159,16785408
93,499.961,16785408
94,466.665,16785408
95,521.953,16785408
96,499.402,16785408
97,521.373,16785408
98,492.006,16785408
99,510.051,16785408
100,487.679,16785408
101,538.664,16785408
102,468.117,16785408
103,486.321,16785408
104,464.96,16785408
105,510.964,16785408
106,471.263,16785408
107,537.053,16785408
108,456.737,16785408
109,500.149,16785408
110,430.904,16785408
111,533.724,16785408
112,496.722,16785408
113,516.778,16785408
114,472.821,16785408
115,543.695,16785408
116,476.816,16785408
117,502.958,16785408
118,485.011,16785408
119,521.525,16785408
120,470.645,16785408
121,506.358,16785408
122,602.189,16785408
123,432.388,16785408
124,581.962,16785408
125,413.651,16785408
126,407.039,16785408
127,545.056,16785408
128,620.974,16785408
129,442.209,16785408
130,446.995,16785408
131,562.243,16785408
132,475.227,16785408
133,526.214,16785408
134,464.149,16785408
135,532.372,16785408
136,477.903,16785408
137,529.09,16785408
138,475.22,16785408
139,534.062,16785408
140,494.113,16785408
141,532.459,16785408
142,468.508,16785408
143,540.868,16785408
144,467.104,16785408
145,510.51,16785408
146,435.918,16785408
147,543.995,16785408
148,500.745,16785408
149,502.14,16785408
150,470.443,16785408
151,552.505,16785408
152,463.862,16785408
153,504.4,16785408
154,505.858,16785408
155,526.922,16785408
156,563.794,16785408
157,438.454,16785408
158,485.686,16785408
159,515.139,16785408
160,588.762,16785408
161,436.855,16785408
162,490.595,16785408
163,531.612,16785408
164,472.295,16785408
165,503.229,16785408
166,435.651,16785408
167,526.603,16785408
168,482.766,16785408
169,499.287,16785408
170,520.335,16785408
171,536.28,16785408
172,592.365,16785408
173,430.138,16785408
174,509.589,16785408
175,522.993,16785408
176,488.361,16785408
177,530.354,16785408
178,491.742,16785408
179,525.083,16785408
180,505.95,16785408
181,543.425,16785408
182,428.199,16785408
183,529.012,16785408
184,516.575,16785408
185,546.897,16785408
186,475.407,16785408
187,578.567,16785408
188,476.24,16785408
189,532.746,16785408
190,476.943,16785408
191,525.195,16785408
192,539.673,16785408
193,556.954,16785408
194,504.316,16785408
195,531.46,16785408
196,499.812,16785408
197,532.23,16785408
198,576.4,16785408
199,425.638,16785408
200,418.818,16785408
201,525.143,16785408
202,434.1,16785408
203,521.125,16785408
204,504.437,16785408
205,532.465,16785408
206,468.773,16785408
207,535.463,16785408
208,494.658,16785408
209,515.326,16785408
210,539.033,16785408
211,515.996,16785408
212,549.997,16785408
213,518.691,16785408
214,412.124,16785408
215,582.486,16785408
216,438.695,16785408
217,517.461,16785408
218,465.772,16785408
219,513.286,16785408
220,498.067,16785408
221,533.278,16785408
222,477.624,16785408
223,489.635,16785408
224,541.869,16785408
225,561.753,16785408
226,619.546,16785408
227,473.32,16785408
228,574.45,16785408
229,453.041,16785408
230,528.835,16785408
231,463.336,16785408
232,581.671,16785408
233,439.401,16785408
234,558.595,16785408
235,511.642,16785408
236,592.6,16785408
237,452.997,16785408
238,491.945,16785408
239,500.645,16785408
240,513.112,16785408
241,526.708,16785408
242,499.852,16785408
243,493.964,16785408
244,443.483,16785408
245,532.15,16785408
246,427.3,16785408
247,500.866,16785408
248,614.327,16785408
249,457.28,16785408
250,506.187,16785408
251,523.203,16785408
252,506.08,16785408
253,558.049,16785408
254,587.526,16785408
255,456.827,16785408
256,656.594,16785408
257,456.038,16785408
258,545.681,16785408
259,530.307,16785408
260,449.598,16785408
261,548.115,16785408
262,439.035,16785408
263,575.848,16785408
264,545.491,16785408
265,443.818,16785408
266,443.983,16785408
267,560.743,16785408
268,539.049,16785408
269,530.513,16785408
270,512.901,16785408
271,520.424,16785408
272,543.057,16785408
273,534.443,16785408
274,453.195,16785408
275,519.255,16785408
276,452.537,16785408
277,541.442,16785408
278,465.582,16785408
279,510.559,16785408
280,451.445,16785408
281,602.259,16785408
282,505.131,16785408
283,520.659,16785408
284,511.605,16785408
285,526.901,16785408
286,551.513,16785408
287,570.304,16785408
288,612.956,16785408
289,497.844,16785408
290,493.73,16785408
291,521.047,16785408
292,544.822,16785408
293,527.424,16785408
294,506.926,16785408
295,516.811,16785408
296,562.711,16785408
297,519.461,16785408
298,436.027,16785408
299,524.244,16785408
300,473.109,16785408
301,505.898,16785408
302,581.638,16785408
303,451.716,16785408
304,466.329,16785408
305,511.922,16785408
306,625.56,16785408
307,440.732,16785408
308,518.949,16785408
309,504.354,16785408
310,537.425,16785408
311,572.804,16785408
312,504.021,16785408
313,457.287,16785408
314,457.861,16785408
315,578.823,16785408
316,487.367,16785408
317,507.472,16785408
318,465.877,16785408
319,557.574,16785408
320,515.412,16785408
321,502.362,16785408
322,516.924,16785408
323,555.155,16785408
324,591.488,16785408
325,455.987,16785408
326,570.988,16785408
327,650.85,16785408
328,530.681,16785408
329,480.71,16785408
330,453.565,16785408
331,531.622,16785408
332,493.314,16785408
333,578.374,16785408
334,509.05,16785408
335,556.433,16785408
336,513.429,16785408
337,527.93,16785408
338,637.068,16785408
339,475.631,16785408
340,477.766,16785408
341,523.997,16785408
342,463.186,16785408
343,521.269,16785408
344,556.981,16785408
345,485.815,16785408
346,504.837,16785408
347,543.009,16785408
348,535.986,16785408
349,449.586,16785408
350,610.147,16785408
351,517.752,16785408
352,518.364,16785408
353,497.598,16785408
354,450.355,16785408
355,526.028,16785408
356,482.32,16785408
357,502.023,16785408
358,531.611,16785408
359,542.253,16785408
360,494.861,16785408
361,493.3,16785408
362,521.852,16785408
363,565.399,16785408
364,518.473,16785408
365,475.813,16785408
366,524.841,16785408
367,489.627,16785408
368,540.213,16785408
369,470.314,16785408
370,435.97,16785408
371,480.162,16785408
372,438.811,16785408
373,479.197,16785408
374,441.514,16785408
375,485.894,16785408
376,454.793,16785408
377,439.744,16785408
378,496.488,16785408
379,494.253,16785408
380,544.613,16785408
381,445.584,16785408
382,548.47,16785408
383,489.219,16785408
384,546.968,16785408
385,539.32,16785408
386,576.544,16785408
387,548.528,16785408
388,551.604,16785408
389,455.247,16785408
390,450.41,16785408
391,556.302,16785408
392,512.353,16785408
393,453.041,16785408
394,536.482,16785408
395,542.57,16785408
396,517.775,16785408
397,444.214,16785408
398,440.865,16785408
399,543.437,16785408
400,443.771,16785408
401,488.298,16785408
402,4668.865,16785408
403,661.783,16785408
404,529.098,16785408
405,459.753,16785408
406,507.941,16785408
407,560.25,16785408
408,582.521,16785408
409,434.087,16785408
410,531.496,16785408
411,536.048,16785408
412,488.718,16785408
413,520.285,16785408
414,604.115,16785408
415,524.105,16785408
416,502.665,16785408
417,525.953,16785408
418,481.32,16785408
419,535.219,16785408
420,561.005,16785408
421,532.99,16785408
422,604.962,16785408
423,463.668,16785408
424,506.056,16785408
425,526.792,16785408
426,524.828,16785408
427,535.396,16785408
428,575.466,16785408
429,449.363,16785408
430,532.012,16785408
431,537.024,16785408
432,436.442,16785408
433,591.278,16785408
434,456.826,16785408
435,517.297,16785408
436,507.123,16785408
437,526.577,16785408
438,467.972,16785408
439,520.885,16785408
440,446.325,16785408
441,526.555,16785408
442,568.919,16785408
443,526.836,16785408
444,489.959,16785408
445,526.291,16785408
446,553.893,16785408
447,433.946,16785408
448,525.045,16785408
449,535.654,16785408
450,620.265,16785408
451,445.15,16785408
452,514.635,16785408
453,548.557,16785408
454,597.738,16785408
455,448.407,16785408
456,509.627,16785408
457,534.772,16785408
458,581.714,16785408
459,453.753,16785408
460,549.225,16785408
461,522.064,16785408
462,517.262,16785408
463,564.621,16785408
464,462.094,16785408
465,518.48,16785408
466,443.781,16785408
467,541.43,16785408
468,496.346,16785408
469,519.138,16785408
470,480.487,16785408
471,551.437,16785408
472,533.021,16785408
473,605.17,16785408
474,514.004,16785408
475,532.727,16785408
476,509.162,16785408
477,518.791,16785408
478,593.823,16785408
479,453.077,16785408
480,521.599,16785408
481,538.672,16785408
482,483.499,16785408
483,530.508,16785408
484,508.866,16785408
485,539.845,16785408
486,583.274,16785408
487,450.171,16785408
488,474.59,16785408
489,522.115,16785408
490,603.779,16785408
491,446.284,16785408
492,590.423,16785408
493,448.346,16785408
494,530.887,16785408
495,550.321,16785408
496,434.788,16785408
497,524.973,16785408
498,465.547,16785408
499,526.948,16785408
500,481.535,16785408
501,527.502,16785408
502,470.34,16785408
503,546.169,16785408
504,507.19,16785408
505,530.728,16785408
506,508.479,16785408
507,527.038,16785408
508,519.621,16785408
509,523.669,16785408
510,474.823,16785408
511,529.734,16785408
512,594.338,16785408
513,516.933,16785408
514,478.855,16785408
515,525.256,16785408
516,515.525,16785408
517,550.157,16785408
518,506.932,16785408
519,565.437,16785408
520,531.473,16785408
521,577.699,16785408
522,498.652,16785408
523,519.811,16785408
524,477.566,16785408
525,549.63,16785408
526,594.549,16785408
527,447.654,16785408
528,603.958,16785408
529,434.215,16785408
530,523.32,16785408
531,526.256,16785408
532,544.661,16785408
533,522.467,16785408
534,438.32,16785408
535,512.764,16785408
536,440.348,16785408
537,571.712,16785408
538,515.909,16785408
539,521.424,16785408
540,491.65,16785408
541,529.663,16785408
542,499.906,16785408
543,524.904,16785408
544,516.499,16785408
545,555.618,16785408
546,501.085,16785408
547,537.582,16785408
548,465.434,16785408
549,535.642,16785408
550,449.079,16785408
551,522.795,16785408
552,491.51,16785408
553,516.695,16785408
554,517.505,16785408
555,545.064,16785408
556,490.296,16785408
557,518.461,16785408
558,511.641,16785408
559,541.045,16785408
560,503.671,16785408
561,516.002,16785408
562,454.656,16785408
563,522.577,16785408
564,433.016,16785408
565,516.987,16785408
566,471.027,16785408
567,536.133,16785408
568,509.855,16785408
569,525.047,16785408
570,492.455,16785408
571,515.87,16785408
572,552.592,16785408
573,444.854,16785408
574,482.426,16785408
575,515.213,16785408
576,622.359,16785408
577,530.005,16785408
578,486.894,16785408
579,538.944,16785408
580,566.535,16785408
581,531.885,16785408
582,504.625,16785408
583,531.617,16785408
584,508.704,16785408
585,509.405,16785408
586,443.814,16785408
587,581.83,16785408
588,504.808,16785408
589,526.301,16785408
590,519.629,16785408
591,520.34,16785408
592,504.131,16785408
593,526.771,16785408
594,478.831,16785408
595,511.795,16785408
596,505.262,16785408
597,511.471,16785408
598,483.396,16785408
599,512.058,16785408
600,468.084,16785408
601,512.983,16785408
602,446.914,16785408
603,508.538,16785408
604,548.829,16785408
605,512.811,16785408
606,502.187,16785408
607,525.384,16785408
608,501.449,16785408
609,533.732,16785408
610,513.872,16785408
611,522.492,16785408
612,545.678,16785408
613,450.32,16785408
614,469.434,16785408
615,529.906,16785408
616,475.573,16785408
617,525.875,16785408
618,509.727,16785408
619,514.083,16785408
620,497.021,16785408
621,534.976,16785408
622,447.68,16785408
623,518.559,16785408
624,518.485,16785408
625,516.85,16785408
626,516.134,16785408
627,514.069,16785408
628,564.91,16785408
629,520.518,16785408
630,541.256,16785408
631,469.663,16785408
632,440.362,16785408
633,507.696,16785408
634,477.55,16785408
635,539.475,16785408
636,489.984,16785408
637,4633.374,16785408
638,516.375,16785408
639,547.812,16785408
640,564.483,16785408
641,514.247,16785408
642,499.43,16785408
643,538.097,16785408
644,513.186,16785408
645,512.588,16785408
646,497.187,16785408
647,530.59,16785408
648,511.387,16785408
649,486.71,16785408
650,508.247,16785408
651,536.243,16785408
652,472.256,16785408
653,490.21,16785408
654,442.793,16785408
655,521.18,16785408
656,495.042,16785408
657,472.334,16785408
658,485.815,16785408
659,536.086,16785408
660,497.238,16785408
661,465.664,16785408
662,494.325,16785408
663,519.828,16785408
664,493.263,16785408
665,460.22,16785408
666,436.736,16785408
667,521.032,16785408
668,476.063,16785408
669,440.639,16785408
670,673.175,16785408
671,456.563,16785408
672,555.713,16785408
673,485.916,16785408
674,480.42,16785408
675,537.972,16785408
676,499.521,16785408
677,455.499,16785408
678,521.982,16785408
679,524.327,16785408
680,541.831,16785408
681,456.804,16785408
682,447.094,16785408
683,578.99,16785408
684,470.11,16785408
685,508.821,16785408
686,469.299,16785408
687,518.969,16785408
688,460.901,16785408
689,510.243,16785408
690,495.282,16785408
691,527.754,16785408
692,535.342,16785408
693,501.763,16785408
694,519.812,16785408
695,538.343,16785408
696,475.472,16785408
697,525.035,16785408
698,566.012,16785408
699,465.384,16785408
700,524.472,16785408
701,508.938,16785408
702,559.859,16785408
703,517.494,16785408
704,529.129,16785408
705,516.655,16785408
706,449.387,16785408
707,528.613,16785408
708,493.306,16785408
709,509.849,16785408
710,505.175,16785408
711,544.528,16785408
712,502.766,16785408
713,499.956,16785408
714,502.875,16785408
715,523.158,16785408
716,512.677,16785408
717,524.322,16785408
718,579.026,16785408
719,523.781,16785408
720,447.437,16785408
721,497.849,16785408
722,477.214,16785408
723,519.078,16785408
724,511.913,16785408
725,452.482,16785408
726,452.719,16785408
727,535.258,16785408
728,496.512,16785408
729,509.255,16785408
730,524.865,16785408
731,518.047,16785408
732,604.637,16785408
733,439.522,16785408
734,538.93,16785408
735,451.612,16785408
736,566.851,16785408
737,531.401,16785408
738,490.09,16785408
739,516.091,16785408
740,554.302,16785408
741,466.864,16785408
742,591.58,16785408
743,490.96,16785408
744,578.268,16785408
745,426.155,16785408
746,509.673,16785408
747,490.947,16785408
748,522.458,16785408
749,364.894,16785408
750,475.235,16785408
751,490.061,16785408
752,446.694,16785408
753,433.443,16785408
754,3447.588,16785408
755,512.074,16785408
756,488.34,16785408
757,462.615,16785408
758,517.877,16785408
759,473.43,16785408
760,529.838,16785408
761,436.984,16785408
762,481.241,16785408
763,469.112,16785408
764,444.628,16785408
765,445.286,16785408
766,459.424,16785408
767,486.717,16785408
768,549.427,16785408
769,512.622,16785408
770,486.957,16785408
771,491.169,16785408
772,572.058,16785408
773,451.163,16785408
774,547.153,16785408
775,1448.24,16785408
776,1989.078,16785408
777,2554.154,16785408
778,1709.486,16785408
779,2362.976,16785408
780,1633.852,16785408
781,1894.907,16785408
782,1632.16,16785408
783,1898.126,16785408
784,1457.574,16785408
785,2615.494,16785408
786,1646.093,16785408
787,1918.77,16785408
788,2221.809,16785408
789,1495.856,16785408
790,2472.654,16785408
791,1427.078,16785408
792,2544.413,16785408
793,1568.669,16785408
794,1406.743,16785408
795,1901.501,16785408
796,1632.528,16785408
797,2243.903,16785408
798,5054.08,16785408
799,2433.287,16785408
800,2119.196,16785408
801,2501.464,16785408
802,1701.028,16785408
803,2381.106,16785408
804,1375.682,16785408
805,1724.036,16785408
806,1358.073,16785408
807,2277.109,16785408
808,1489.192,16785408
809,1812.58,16785408
810,1284.638,16785408
811,2051.617,16785408
812,1376.857,16785408
813,1608.443,16785408
814,1391.547,16785408
815,2297.218,16785408
816,1516.41,16785408
817,1608.046,16785408
818,1348.68,16785408
819,2022.205,16785408
820,1471.1,16785408
821,1594.014,16785408
822,1314.461,16785408
823,1859.098,16785408
824,1582.925,16785408
825,1612.512,16785408
826,1346.552,16785408
827,2067.003,16785408
828,2032.847,16785408
829,1766.249,16785408
830,1501.141,16785408
831,5544.831,16785408
832,2305.956,16785408
833,2958.394,16785408
834,1952.265,16785408
835,2096.727,16785408
836,1684.174,16785408
837,2169.806,16785408
838,1474.787,16785408
839,2336.217,16785408
840,1764.013,16785408
841,1667.471,16785408
842,1373.806,16785408
843,1984.638,16785408
844,1868.103,16785408
845,2125.765,16785408
846,1470.889,16785408
847,2196.442,16785408
848,1622.03,16785408
849,1666.606,16785408
850,1461.33,16785408
851,2306.546,16785408
852,1826.942,16785408
853,2008.036,16785408
854,2087.387,16785408
855,1575.038,16785408
856,2002.602,16785408
857,1763.151,16785408
858,1902.196,16785408
859,1939.387,16785408
860,1867.061,16785408
861,1761.04,16785408
862,1537.569,16785408
863,1849.894,16785408
864,2451.294,16785408
865,2861.306,16785408
866,2323.825,16785408
867,1772.124,16785408
868,1898.644,16785408
869,5211.272,16785408
870,2303.094,16785408
871,1454.519,16785408
872,2138.82,16785408
