idx,og Index,data (B),bandwidth (GB/s)
0,5,33570816,19.562500582723416
1,7,33570816,19.47822373593346
2,9,33570816,20.90709553507038
3,10,33570816,24.380598250623844
4,11,33570816,21.55930688224165
5,12,33570816,24.389100218820925
6,13,33570816,21.790826135893038
7,14,33570816,24.40498643473406
8,17,33570816,22.734304941086602
9,18,33570816,24.31617649189191
10,19,33570816,23.772351805259813
11,20,33570816,24.390801324060646
12,21,33570816,18.894826421720925
13,22,33570816,24.42602847669543
14,23,33570816,23.037338521240567
15,24,33570816,23.52025726626568
16,25,33570816,23.856124841886842
17,26,33570816,24.33424303642219
18,27,33570816,25.111240765840567
19,29,33570816,19.953173886168038
20,30,33570816,24.234166962638277
21,31,33570816,20.860547183024636
22,36,33570816,22.88656597367802
23,37,33570816,18.081031428560657
24,39,33570816,19.69729912411637
25,40,33570816,23.505501638063283
26,41,33570816,21.671537963970735
27,43,33570816,19.318975756627104
28,44,33570816,24.503029046733445
29,46,33570816,24.48987309637264
30,47,33570816,24.211812509781492
31,48,33570816,24.638859755672414
32,49,33570816,20.11036530246584
33,51,33570816,20.969794111235277
34,52,33570816,24.503619250603087
35,53,33570816,25.150371140631883
36,54,33570816,24.361366728711534
37,55,33570816,21.57217700193226
38,56,33570816,24.46702680010845
39,57,33570816,19.18297265421432
40,59,33570816,19.998806177139723
41,60,33570816,24.49389345670698
42,61,33570816,18.217929327874057
43,62,33570816,24.51791802143677
44,63,33570816,20.780796707837272
45,69,33579008,18.897065353249936
46,71,33579008,18.886511100512056
47,73,33579008,18.61281539621303
48,75,33579008,18.8831124427529
49,77,33579008,18.29353436839952
50,79,33579008,23.393305471394605
51,81,33579008,17.900030864872097
52,83,33579008,19.35934026400509
53,85,33579008,24.53422179357912
54,87,33579008,18.27760241719996
55,89,33579008,20.509608589614306
56,91,33579008,19.080542953514378
57,93,33579008,17.26676604691989
58,95,33579008,17.46855021836333
59,101,33579008,21.240249627746987
60,103,33579008,23.606442682384138
61,105,33579008,25.08554438285347
62,107,33579008,21.59830090062044
63,109,33579008,20.311497324585865
64,111,33579008,18.70271715398394
65,113,33579008,21.57609621758189
66,115,33579008,18.83870272793372
67,117,33579008,18.617779229196735
68,119,33579008,22.461430818020244
69,121,33579008,18.975307637363134
70,123,33579008,17.462454613438062
71,125,33579008,17.61753705012437
72,127,33579008,16.42026960747159
73,133,33579008,17.702837651536917
74,135,33579008,18.20940018914909
75,137,33579008,17.827955676205452
76,139,33579008,17.782938995514943
77,141,33579008,20.900118383560244
78,143,33579008,19.698407185965966
79,145,33579008,20.957304004723333
80,147,33579008,19.383657673800002
81,149,33579008,19.034855562106028
82,151,33579008,19.225268634977052
83,153,33579008,20.988755870055886
84,155,33579008,22.34901027166364
85,157,33579008,17.52164597715544
86,159,33579008,18.69073489932699
87,165,33579008,17.251445968703987
88,167,33579008,16.880948095835137
89,169,33579008,18.070484505635488
90,171,33579008,17.917146490072444
91,173,33579008,25.031687862478197
92,175,33579008,19.542130306444555
93,177,33579008,20.075250335245062
94,179,33579008,17.997351234741597
95,181,33579008,17.855551868773237
96,183,33579008,18.09355148974462
97,185,33579008,20.941828890599098
98,187,33579008,20.788750217458734
99,189,33579008,20.202018937996982
100,191,33579008,18.41196648681844
101,197,33579008,18.65284900411508
102,199,33579008,20.466007322390585
103,201,33579008,19.602719709604973
104,203,33579008,17.24775972821905
105,205,33579008,18.378117681442752
106,207,33579008,19.612978591550284
107,209,33579008,19.944375050857282
108,211,33579008,20.770233483372497
109,213,33579008,19.135867533485907
110,215,33579008,21.63303161299051
111,217,33579008,18.673428894286808
112,219,33579008,25.05798879446469
113,221,33579008,17.87806353235823
114,223,33579008,20.82919001335514
115,229,33579008,18.06800507296558
116,231,33579008,17.740257627004027
117,233,33579008,18.33060367769283
118,235,33579008,20.153144415529542
119,237,33579008,18.7629120363334
120,239,33579008,18.422957065231703
121,241,33579008,17.908890229339768
122,243,33579008,20.79245752683811
123,245,33579008,18.961249695075125
124,247,33579008,19.371480162106813
125,249,33579008,18.51169308712826
126,251,33579008,18.42587864351237
127,253,33579008,21.287647854626048
128,255,33579008,19.901631590832178
129,261,33579008,19.59101983663944
130,263,33579008,19.656698900000176
131,265,33579008,20.503597394659504
132,267,33579008,18.252803910281393
133,269,33579008,17.419542731276163
134,271,33579008,18.972562987605883
135,273,33579008,21.340464826595657
136,275,33579008,20.112188358184817
137,277,33579008,16.633168846016293
138,279,33579008,18.440439684032018
139,281,33579008,19.751788330806935
140,283,33579008,18.32867261119796
141,285,33579008,19.436795554526512
142,287,33579008,17.981622645732827
143,293,33579008,19.034855562106028
144,295,33579008,22.09258633008799
145,297,33579008,18.49765109248438
146,299,33579008,18.932513012963348
147,301,33579008,19.1449339400446
148,303,33579008,18.931829867845384
149,305,33579008,20.06833955581799
150,307,33579008,17.43807845186003
151,309,33579008,17.495636642718438
152,311,33579008,21.8415110244999
153,313,33579008,20.126461204470626
154,315,33579008,17.866201713141624
155,317,33579008,17.4366205813244
156,319,33579008,19.681400409933833
157,325,33579008,19.866226181122858
158,327,33579008,18.65649696420158
159,329,33579008,22.2513992024248
160,331,33579008,17.957005658388624
161,333,33579008,20.19890797555607
162,335,33579008,19.583707367144125
163,337,33579008,19.827937077802446
164,339,33579008,17.483111481818174
165,341,33579008,19.160675973012207
166,343,33579008,19.461669000435844
167,345,33579008,20.2903012757647
168,347,33579008,20.585248927641143
169,349,33579008,19.538116453639823
170,351,33579008,20.305221038958997
171,357,33579008,17.841596163359036
172,359,33579008,20.73166030436557
173,361,33579008,19.44614942705133
174,363,33579008,19.175732102882726
175,365,33579008,18.616777993630855
176,367,33579008,19.47756359687793
177,369,33579008,18.477141428042394
178,371,33579008,19.571277282134883
179,373,33579008,21.126087714231968
180,375,33579008,19.985399157350685
181,377,33579008,18.66844572536671
182,379,33579008,20.542934349376015
183,381,33579008,17.87776846061903
184,383,33579008,18.665125090048825
185,389,33579008,21.079815637190464
186,391,33579008,22.93269008811385
187,393,33579008,17.44705742371363
188,395,33579008,18.661805635831726
189,397,33579008,18.59501486039206
190,399,33579008,20.18841554734287
191,401,33579008,18.65716038297759
192,403,33579008,17.19913581777187
193,405,33579008,19.32546939602383
194,407,33579008,18.70138387645806
195,409,33579008,19.700984432946324
196,411,33579008,18.67808225273894
197,413,33579008,18.43138059949315
198,415,33579008,19.052124817232073
199,421,33579008,21.072619219449134
200,423,33579008,18.838026335867585
201,425,33579008,17.519004089801374
202,427,33579008,18.774997539832352
203,429,33579008,25.074754546893715
204,431,33579008,17.52075916488523
205,433,33579008,19.37327954656648
206,435,33579008,22.373312207540923
207,437,33579008,25.08554438285347
208,439,33579008,19.900876719375717
209,441,33579008,19.77672955789635
210,443,33579008,17.445317082420907
211,445,33579008,19.568357532262812
212,447,33579008,18.46673607020867
213,453,33579008,18.26042704994032
214,455,33579008,23.006080553806562
215,457,33579008,19.794648331022515
216,459,33579008,17.305216764808044
217,461,33579008,18.57722778412159
218,463,33579008,19.1045123938354
219,465,33579008,17.828552011213525
220,467,33579008,19.752160125457568
221,469,33579008,19.021398856189897
222,471,33579008,20.227720988958758
223,473,33579008,20.914281301033785
224,475,33579008,19.228439232214026
225,477,33579008,17.622576036996957
226,479,33579008,18.780720500729608
227,485,33579008,19.87223397613249
228,487,33579008,24.090383936591202
229,489,33579008,18.95679664706573
230,491,33579008,25.04542918602188
231,493,33579008,24.45134526421413
232,495,33579008,18.262641732728838
233,497,33579008,19.136914477463595
234,499,33579008,21.590746182285805
235,501,33579008,19.75476307997503
236,503,33579008,17.806476382389203
237,510,33587200,19.727643028524945
238,512,33587200,19.34371035115879
239,514,33587200,18.587683180590606
240,516,33587200,20.01925203174499
241,518,33587200,20.82847047121289
242,520,33587200,19.042953689844424
243,522,33587200,19.70580228486675
244,524,33587200,18.270604829738474
245,526,33587200,17.81113216972417
246,528,33587200,21.855027726119815
247,530,33587200,20.07093236924272
248,532,33587200,19.479422818169166
249,534,33587200,20.019633870632223
250,536,33587200,22.13852662051837
251,542,33587200,19.13948887207214
252,544,33587200,18.554506126701547
253,546,33587200,20.56967878249686
254,548,33587200,18.831803787532184
255,550,33587200,20.722388770601494
256,552,33587200,18.883641433904558
257,554,33587200,21.65795504519597
258,556,33587200,19.007433833449536
259,558,33587200,18.954915257298165
260,560,33587200,19.120312599622913
261,562,33587200,19.648244292671514
262,564,33587200,17.721207759570856
263,566,33587200,18.63720126803462
264,568,33587200,18.70762375548284
265,574,33587200,18.47546804478708
266,576,33587200,21.939999973871
267,578,33587200,19.04329919352644
268,580,33587200,18.64713449208
269,582,33587200,20.184409173704356
270,584,33587200,18.23757851663293
271,586,33587200,20.436733938880614
272,588,33587200,17.329720910961974
273,590,33587200,17.768307140661708
274,592,33587200,18.71428444071997
275,594,33587200,20.79422096583867
276,596,33587200,18.434895627508322
277,598,33587200,17.26416946716656
278,600,33587200,19.912529339191586
279,606,33587200,18.327391940404546
280,608,33587200,19.459559675550405
281,609,33587200,22.926244239804344
282,610,33587200,19.796489970671168
283,612,33587200,18.490429758035393
284,614,33587200,19.054361934845556
285,616,33587200,18.517832411499544
286,617,33587200,23.10947815287654
287,618,33587200,19.17795704327648
288,620,33587200,18.687638924049754
289,622,33587200,17.828670190940326
290,624,33587200,22.432832810368986
291,625,33587200,23.190663305500838
292,626,33587200,20.351142521982762
293,628,33587200,21.64366365816786
294,629,33587200,22.509808231810705
295,630,33587200,18.649112052805986
296,632,33587200,21.266968612301678
297,638,33587200,21.14442487280181
298,640,33587200,17.5914238456728
299,642,33587200,22.007162916378913
300,644,33587200,19.71727797867844
301,646,33587200,20.017724821842894
302,648,33587200,23.952755153052966
303,650,33587200,18.435229537467144
304,652,33587200,21.093433046160726
305,654,33587200,19.02914381543761
306,656,33587200,18.76615775725999
307,658,33587200,18.52437904513453
308,660,33587200,18.40645655215424
309,662,33587200,19.370484625450636
310,664,33587200,19.252886740711528
311,670,33587200,19.752517200354504
312,672,33587200,20.390270377248413
313,674,33587200,18.207839293613553
314,676,33587200,18.98303705307159
315,677,33587200,23.294113567403553
316,678,33587200,18.61043434800701
317,680,33587200,18.946361363574827
318,681,33587200,22.801235266044507
319,682,33587200,21.128250807394185
320,684,33587200,20.709305042849454
321,686,33587200,18.41323758455637
322,688,33587200,22.063137759291397
323,690,33587200,19.32696949836032
324,692,33587200,18.985773332006836
325,693,33587200,22.759703496097867
326,694,33587200,18.92040487070636
327,696,33587200,21.95790060001909
328,702,33587200,18.793700815599344
329,704,33587200,18.195538985526326
330,706,33587200,18.587693467311656
331,708,33587200,20.044867483368655
332,709,33587200,22.882775103318313
333,710,33587200,18.407747792283665
334,712,33587200,19.181812366932572
335,714,33587200,18.691622071642907
336,716,33587200,18.686308120014044
337,718,33587200,20.919813568305866
338,720,33587200,18.883641433904558
339,721,33587200,22.679067481083447
340,722,33587200,21.28076670368988
341,724,33587200,17.921823600191026
342,726,33587200,17.86995187639496
343,728,33587200,18.936448513824367
344,734,33587200,18.918369358586215
345,736,33587200,17.910508249705778
346,738,33587200,25.109672403223637
347,740,33587200,18.721304658755017
348,742,33587200,18.395810729173455
349,744,33587200,21.31792441692933
350,745,33587200,22.53252024339029
351,746,33587200,17.587877334358286
352,748,33587200,17.835032112637165
353,750,33587200,25.119287297660325
354,752,33587200,19.535255962850258
355,754,33587200,25.106068715185692
356,756,33587200,19.794249936351378
357,757,33587200,23.122205432346938
358,758,33587200,18.31555883470834
359,760,33587200,25.10907171670958
360,766,33587200,17.947258767183968
361,768,33587200,18.967589204232286
362,770,33587200,23.8601885247008
363,772,33587200,21.649467258816173
364,774,33587200,18.867008798971806
365,776,33587200,21.890580986259728
366,777,33587200,22.49194568535839
367,778,33587200,20.474194816713553
368,780,33587200,19.093877625271737
369,782,33587200,19.135650541016034
370,784,33587200,20.303495768795297
371,786,33587200,18.112644262062577
372,788,33587200,24.042187212555948
373,790,33587200,19.212710848335636
374,792,33587200,17.70924780303186
375,798,33587200,18.98920821008259
376,800,33587200,18.84905135181244
377,802,33587200,21.31272994475615
378,804,33587200,24.146168749707943
379,806,33587200,21.508389547549736
380,808,33587200,24.14948475845626
381,810,33587200,21.818682610768764
382,812,33587200,17.830184522491848
383,814,33587200,19.24582618979949
384,816,33587200,18.617036313175852
385,818,33587200,21.593791990536257
386,820,33587200,18.42907944039844
387,822,33587200,19.056437629928194
388,824,33587200,20.94569691874899
389,830,33587200,20.020027657240952
390,832,33587200,17.116084141306352
391,834,33587200,19.045372478928698
392,836,33587200,18.96964603609221
393,838,33587200,19.929922000397564
394,840,33587200,20.367716751736314
395,842,33587200,21.177274681873037
396,844,33587200,18.935423638610512
397,846,33587200,20.015434443838586
398,848,33587200,18.267742916240394
399,850,33587200,19.831275448026982
400,852,33587200,18.44300395083286
401,854,33587200,20.730983955139816
402,856,33587200,18.22080860697114
403,862,33587200,19.090057564817258
404,864,33587200,18.54663744458047
405,866,33587200,17.625090061275777
406,868,33587200,22.26154827095736
407,870,33587200,21.09471809291368
408,872,33587200,21.474944661762205
409,874,33587200,19.057821677909015
410,876,33587200,18.9228032872872
411,878,33587200,18.11108157352531
412,880,33587200,25.09588263203709
413,882,33587200,24.06699479997793
414,884,33587200,18.389354638073463
415,886,33587200,20.059424803733908
416,888,33587200,17.95585559914955
417,894,33587200,20.62020481947682
418,896,33587200,19.133208768172082
419,898,33587200,17.785468923669672
420,900,33587200,19.9541710902397
421,902,33587200,18.698958416262712
422,904,33587200,19.67920053247837
423,906,33587200,21.690179774207007
424,908,33587200,17.833819968003706
425,910,33587200,20.451056766612616
426,913,33587200,22.97240824120919
427,914,33587200,18.73833986449695
428,916,33587200,19.965558175712747
429,918,33587200,19.717266403708727
430,920,33587200,18.126094523671394
431,926,33587200,19.78231164302879
432,928,33587200,19.561093765378928
433,930,33587200,17.816564792403007
434,932,33587200,21.732381489118993
435,934,33587200,19.617763411894646
436,936,33587200,21.500472742566227
437,938,33587200,20.87695493023756
438,940,33587200,18.11296660011929
439,942,33587200,20.644945562011607
440,944,33587200,17.1113404813991
441,946,33587200,18.055314397773618
442,948,33587200,17.72420027324668
443,950,33587200,18.69728251672263
444,952,33587200,18.488801204872335
445,958,33587200,19.09109924788781
446,960,33587200,19.653406484350864
447,962,33587200,19.27586935162484
448,964,33587200,17.780648235153986
449,966,33587200,19.5691286554614
450,968,33587200,21.523385483352108
451,970,33587200,20.158048917502356
452,972,33587200,17.766803301018225
453,974,33587200,24.190689517334263
454,976,33587200,22.236537299124567
455,978,33587200,18.475142838126324
456,980,33587200,21.121873117330185
457,982,33587200,21.03932533241961
458,984,33587200,19.664072869103872
459,990,33587200,20.55156707289837
460,992,33587200,19.1716516735924
461,994,33587200,17.913565043288948
462,996,33587200,21.46440471732237
463,998,33587200,23.047569510443637
464,1000,33587200,21.542394721128122
465,1002,33587200,19.681772128310772
466,1004,33587200,19.2684271487751
467,1006,33587200,18.302145164076418
468,1008,33587200,19.40773450270974
469,1010,33587200,18.3114048837028
470,1012,33587200,19.99676119530945
471,1014,33587200,18.358155439145758
472,1016,33587200,18.28333530208123
473,1022,33587200,18.09328596400973
474,1024,33587200,19.93069071920247
475,1526,33595392,20.944953974008484
476,1528,33595392,19.676241603505662
477,1530,33595392,19.191751898873015
478,1531,33595392,24.109904573400687
479,1532,33595392,19.544374433149944
480,1538,33595392,19.195260862808194
481,1540,33595392,19.216341621898653
482,1542,33595392,24.798405598122148
483,1544,33595392,19.03102482529842
484,1546,33595392,22.517697919843428
485,1548,33595392,19.5928856405857
486,1550,33595392,18.938002792611137
487,1552,33595392,22.29913884312661
488,1554,33595392,22.02084139017762
489,1556,33595392,18.517448474746672
490,1558,33595392,19.260408927048076
491,1560,33595392,19.981450388353498
492,1562,33595392,19.840610796662542
493,1563,33595392,24.493524729823427
494,1564,33595392,18.465012795370804
495,1570,33603584,25.019588397212104
496,1572,33603584,19.389606432969895
497,1574,33603584,18.95115634841143
498,1576,33603584,25.00409919318294
499,1578,33603584,17.857083112136365
500,1580,33603584,19.421881502168546
501,1582,33603584,19.355297717240045
502,1584,33603584,19.56917694181528
503,1586,33603584,18.105232985724793
504,1588,33603584,21.57637382217442
505,1590,33603584,19.318977491192406
506,1592,33603584,17.500854898492847
507,1594,33603584,23.37551189345799
508,1596,33603584,24.65015478059301
509,1602,33603584,25.045825991813274
510,1604,33603584,18.6509186817871
511,1606,33603584,18.010832145692092
512,1608,33603584,18.2642467671383
513,1610,33603584,21.779523986679614
514,1612,33603584,18.470165070486946
515,1614,33603584,23.64020629508132
516,1616,33603584,18.358440922719208
517,1618,33603584,18.441297075171004
518,1620,33603584,17.547361857983876
519,1622,33603584,18.211044579242383
520,1624,33603584,23.826330250185237
521,1626,33603584,18.24425584405431
522,1628,33603584,18.175741758910437
523,1634,33603584,20.36658611813663
524,1636,33603584,20.32480165774628
525,1638,33603584,18.288749645557207
526,1640,33603584,22.383974783411514
527,1642,33603584,17.68268129261348
528,1644,33603584,18.701072970927385
529,1646,33603584,18.941926639429276
530,1648,33603584,18.194321703023455
531,1650,33603584,18.734102241608465
532,1652,33603584,18.13869548108568
533,1654,33603584,18.054794756071352
534,1656,33603584,18.21166636317127
535,1658,33603584,17.7313491114956
536,1660,33603584,18.08839220494977
537,1666,33603584,25.033287741850895
538,1668,33603584,24.986232269846322
539,1670,33603584,20.838643623404014
540,1672,33603584,18.36583575588942
541,1674,33603584,18.38963591857106
542,1676,33603584,19.01257411849907
543,1678,33603584,19.525513230901176
544,1680,33603584,16.91562570316948
545,1682,33603584,19.299094877096255
546,1684,33603584,16.878640449968707
547,1686,33603584,18.32000767613681
548,1688,33603584,19.463278563948585
549,1690,33603584,17.89359663934457
550,1692,33603584,17.724166486015488
551,1698,33603584,24.030246276602973
552,1700,33603584,19.17119880238428
553,1702,33603584,17.984613021504842
554,1704,33603584,18.01670334855118
555,1706,33603584,20.971817756866447
556,1708,33603584,20.448283227198186
557,1710,33603584,17.539155642360477
558,1712,33603584,18.7007399360681
559,1714,33603584,18.719408173269752
560,1716,33603584,18.95902579055219
561,1718,33603584,20.3523635901132
562,1720,33603584,18.063500408266826
563,1722,33603584,17.111039822715945
564,1724,33603584,17.51954132893445
565,1730,33603584,18.340485359740814
566,1732,33603584,18.099294202811123
567,1734,33603584,19.1866110009775
568,1736,33603584,17.172880780792138
569,1738,33603584,18.27474563560237
570,1740,33603584,17.37259465632556
571,1742,33603584,17.704444237212144
572,1744,33603584,18.187389148590817
573,1746,33603584,18.451341972325938
574,1748,33603584,16.788243887183043
575,1750,33603584,18.38609415411922
576,1752,33603584,18.220207850879167
577,1754,33603584,18.255683784434236
578,1756,33603584,19.502679010855335
579,1762,33603584,19.614868118673638
580,1764,33603584,20.730041597548194
581,1766,33603584,18.243948785576656
582,1768,33603584,18.060704367590727
583,1770,33603584,17.487448629593413
584,1772,33603584,17.391872133687826
585,1774,33603584,18.492282496720172
586,1776,33603584,18.73477070194375
587,1778,33603584,17.23431293456224
588,1780,33603584,20.76118961285129
589,1782,33603584,18.31457597558317
590,1784,33603584,18.64893135261368
591,1786,33603584,19.377787926965063
592,1787,33603584,23.752497103706055
593,1788,33603584,18.040846347574597
594,1794,33603584,18.33024079876415
595,1796,33603584,19.055700222292792
596,1798,33603584,18.210412969200046
597,1800,33603584,23.902799957036454
598,1802,33603584,17.253009969738574
599,1804,33603584,16.893039754232486
600,1806,33603584,17.465344085155262
601,1808,33603584,14.659951147433278
602,1810,33603584,20.769812813484105
603,1812,33603584,16.84588610688477
604,1814,33603584,16.906638518774177
605,1816,33603584,16.289795580022115
606,1818,33603584,20.69490768653761
607,1820,33603584,16.66383213376456
608,1826,33603584,19.859710835626412
609,1828,33603584,24.83965642140122
610,1830,33603584,17.086261162087595
611,1832,33603584,17.416390288702893
612,1834,33603584,17.76013792235948
613,1836,33603584,17.719680299346287
614,1837,33603584,23.347447305359683
615,1838,33603584,16.9563148976624
616,1840,33603584,16.771887724187774
617,1841,33603584,23.04059855284819
618,1842,33603584,17.684179504748432
619,1844,33603584,17.12946146842959
620,1846,33603584,17.266050190548565
621,1848,33603584,16.62084912598991
622,1849,33603584,23.48214534037443
623,1850,33603584,16.640067187009453
624,1852,33603584,16.89221603242155
625,1858,33603584,16.801943217488958
626,1860,33603584,17.100999640204844
627,1862,33603584,18.530144944318995
628,1864,33603584,18.850459991922094
629,1866,33603584,16.504342487518695
630,1868,33603584,17.568783601289702
631,1870,33603584,16.793890474531732
632,1871,33603584,23.511061264270428
633,1872,33603584,20.141191476149917
634,1874,33603584,16.272370428121082
635,1876,33603584,16.384846803394034
636,1878,33603584,19.291295042665958
637,1880,33603584,17.122478907457776
638,1882,33603584,19.044986715271545
639,1884,33603584,14.80024400180579
640,1889,33603584,23.205052084951816
641,1890,33603584,22.589581666745094
642,1892,33603584,17.645549227406917
643,1893,33603584,23.317378823277977
644,1894,33603584,18.29034236848823
645,1896,33603584,18.45135210375143
646,1898,33603584,19.581230129502035
647,1900,33603584,16.611384010776476
648,1902,33603584,20.22381280524319
649,1904,33603584,17.113828433834097
650,1905,33603584,23.130427240882526
651,1906,33603584,17.39388866717497
652,1908,33603584,16.98786003091865
653,1909,33603584,23.149803902117085
654,1910,33603584,17.720278326350567
655,1912,33603584,17.794455711887654
656,1914,33603584,17.64377036561764
657,1916,33603584,17.42419288183561
658,1922,33603584,18.263611461367887
659,1924,33603584,16.751821317011355
660,1926,33603584,18.0768712273263
661,1928,33603584,17.2278187293583
662,1929,33603584,23.649256992853196
663,1930,33603584,17.08375944971759
664,1932,33603584,19.205559873805495
665,1934,33603584,16.65670378170942
666,1936,33603584,16.867795684513503
667,1937,33603584,23.542687237231032
668,1938,33603584,18.850121615193373
669,1940,33603584,18.850121615193373
670,1942,33603584,17.764344103051812
671,1944,33603584,16.96343658723981
672,1946,33603584,15.85256423259836
673,1948,33603584,18.09523973635463
674,1954,33603584,16.866441068616005
675,1956,33603584,18.41155070087928
676,1958,33603584,21.21287054648248
677,1960,33603584,17.073204735683156
678,1961,33603584,23.139091736024895
679,1962,33603584,17.7968682970955
680,1964,33603584,24.89028997057926
681,1965,33603584,23.338107411906304
682,1966,33603584,16.919978046655892
683,1968,33603584,16.89004247191576
684,1970,33603584,17.99015893359716
685,1972,33603584,17.541490335199875
686,1973,33603584,22.795536350254046
687,1974,33603584,17.61505255383157
688,1976,33603584,17.15575818066252
689,1977,33603584,23.364070031892727
690,1978,33603584,17.337324620193147
691,1980,33603584,24.887358940385578
692,1985,33603584,23.384881755404916
693,1986,33603584,16.806783614733575
694,1988,33603584,16.853456270196286
695,1990,33603584,17.25499442866899
696,1992,33603584,20.36104523426641
697,1993,33603584,22.980093565507822
698,1996,33603584,17.057674170227585
699,1997,33603584,22.950461658034982
700,2000,33603584,17.198474821763988
701,2001,33603584,22.92140637842889
702,2004,33603584,16.925432282826044
703,2005,33603584,23.11822195804215
704,2006,33603584,24.90506623225796
705,2008,33603584,17.47145541458565
706,2010,33603584,17.35336882820448
