idx,og Index,data (B),bandwidth (GB/s)
0,0,33734656,11.777869250527452
1,1,33734656,11.71830484924274
2,2,33734656,11.784583923267201
3,3,33734656,12.00671970296635
4,4,33734656,11.75423144451866
5,5,33734656,12.32913403899021
6,6,33734656,11.871912250770002
7,7,33734656,12.328985343579633
8,8,33734656,11.640021379074524
9,9,33734656,11.572681537894185
10,10,33734656,11.80279148399006
11,11,33734656,12.039771086766823
12,12,33734656,11.445773926780229
13,13,33734656,11.790914734057724
14,14,33751040,12.0530474879009
15,15,33751040,12.212005460678736
16,16,33751040,12.161454457927528
17,17,33751040,12.329930742629852
18,18,33751040,12.067803591553728
19,19,33751040,11.669124310203133
20,20,33751040,12.009131640222485
21,21,33751040,11.835555719202642
22,22,33751040,12.096180126104615
23,23,33751040,11.87259323567972
24,24,33751040,11.644774589987183
25,25,33751040,12.029402875277292
26,26,33751040,11.454068733154553
27,27,33751040,11.640276529959424
28,28,33751040,11.489007826241174
29,29,33751040,11.845529231408532
30,30,33751040,11.576518946833344
31,31,33751040,11.711364531447082
32,32,33751040,11.392083168082898
33,33,33751040,12.22956376044418
34,34,33751040,11.853916483565886
35,35,33751040,12.149406821240756
36,36,33751040,11.475628556060203
37,37,33751040,11.52339740941523
38,38,33751040,11.756269904493264
39,39,33751040,11.656228188415483
40,40,33751040,11.425282982844662
41,41,33751040,11.537136813578604
42,42,33751040,11.895629028528893
43,43,33751040,11.845396196113004
44,44,33751040,11.659191771731459
45,45,33751040,12.127330531617043
46,46,33751040,11.78095704498721
47,47,33751040,11.828524967056383
48,48,33751040,11.461163304489446
49,49,33751040,11.831178664572759
50,50,33751040,11.895494865533944
51,51,33751040,12.251725080486816
52,52,33751040,11.614511945716648
53,53,33751040,11.415143285227737
54,54,33751040,11.907178378500426
55,55,33751040,11.690983740854035
56,56,33751040,11.57931500598675
57,57,33751040,11.542565961594365
58,58,33751040,11.824944363161405
59,59,33751040,11.602119048854933
60,60,33751040,11.564840951501807
61,61,33751040,11.765191444267828
62,62,33751040,11.995200645979404
63,63,33751040,11.836086994487534
64,64,33751040,11.374024012436564
65,65,33751040,11.432961550526036
66,66,33751040,11.984160800822638
67,67,33751040,11.559137464904115
68,68,33751040,11.39048378871928
69,69,33751040,11.382128955715945
70,70,33751040,11.939798384586213
71,71,33751040,12.029265677838035
72,72,33751040,11.43990590755485
73,73,33751040,11.141884138539366
74,74,33751040,11.857110586720937
75,75,33751040,12.068222149993904
76,76,33751040,11.412178972617701
77,77,33751040,11.54875889740296
78,78,33751040,12.034344068231738
79,79,33751040,12.001888950210231
80,80,33751040,11.455810445612203
81,81,33751040,11.498523124095051
82,82,33751040,12.015018488318736
83,83,33751040,11.527931573672996
84,84,33751040,11.514339772749757
85,85,33751040,11.225489690661645
86,86,33751040,12.019262990820415
87,87,33751040,11.979537096554933
88,88,33751040,11.37831861614242
89,89,33751040,11.620782345493978
90,90,33751040,11.881424572352302
91,91,33751040,11.996565000540274
92,92,33751040,11.5149683151954
93,93,33751040,11.531964938439996
94,94,33751040,11.752340036429391
95,95,33751040,12.139059340007991
96,96,33751040,11.338568286984934
97,97,33751040,11.595103890647282
98,98,33751040,12.05607850533523
99,99,33751040,11.944260420028652
100,100,33751040,11.375990691861379
101,101,33751040,11.748805400872552
102,102,33751040,12.077066125535355
103,103,33751040,11.778325826263357
104,104,33751040,11.505296363892958
105,105,33751040,12.329205581615547
106,106,33751040,11.813024657135337
107,107,33751040,12.212429663095682
108,108,33751040,11.74580017929629
109,109,33751040,12.316396468459684
110,110,33751040,12.122034054144136
111,111,33751040,12.317974235606572
112,112,33751040,11.652107447417817
113,113,33751040,11.592551045152197
114,114,33751040,12.002029791853877
115,115,33751040,11.844726907617837
116,116,33751040,11.558504091413136
117,117,33751040,12.222619369665443
118,118,33751040,11.823349537537364
119,119,33751040,12.203951210287306
120,120,33751040,11.595227379696782
121,121,33751040,11.898447150665305
122,122,33751040,12.10006571477636
123,123,33751040,11.852717577582865
124,124,33751040,11.513962680217814
125,125,33751040,12.172542547585962
126,126,33751040,12.111876558122477
127,127,33751040,11.589111858437953
128,128,33751040,11.65455378592125
129,129,33751040,12.328196803826263
130,130,33751040,11.716051919776502
131,131,33751040,12.107562060553882
132,132,33751040,11.583384413054535
133,133,33751040,12.31797873124714
134,134,33751040,11.78609542008191
135,135,33751040,12.166781060925036
136,136,33751040,11.534234946663924
137,137,33751040,11.923466071277167
138,138,33751040,11.798352616199706
139,139,33751040,12.332088713764415
140,140,33751040,11.70603530708927
141,141,33751040,12.329930742629852
142,142,33767424,12.168063980719877
143,143,33767424,12.331447260690688
144,144,33767424,12.22317004968191
145,145,33767424,12.131129660665305
146,146,33767424,12.157405223870656
147,147,33767424,12.298391872608514
148,148,33767424,12.19350917832878
149,149,33767424,11.390727368774005
150,150,33767424,12.017424281248399
151,151,33767424,11.270523546911084
152,152,33767424,11.548042770346386
153,153,33767424,12.183654184414053
154,154,33767424,11.700420062224511
155,155,33767424,11.368882909417062
156,156,33767424,11.400326134295756
157,157,33767424,11.825911543698624
158,158,33767424,11.66356224834817
159,159,33767424,11.377831449687415
160,160,33767424,11.375497189596539
161,161,33767424,11.790231692060487
162,162,33767424,11.899122139341351
163,163,33767424,12.104546523432347
164,164,33767424,11.425507250692114
165,165,33767424,11.495962488369535
166,166,33767424,11.77760291975691
167,167,33767424,12.167358076596425
