idx,FLOPS,Correlation,Num_of_Operations
0,252258979424419.7,16577006,549755813888
1,252429479542982.38,16577031,549755813888
2,252652217680734.62,16577507,549755813888
3,252730152738880.9,16577532,549755813888
4,252329375458927.1,16578810,549755813888
5,252522239355019.75,16578835,549755813888
6,252210836343850.94,16579408,549755813888
7,252626095224440.75,16579433,549755813888
8,252373856359363.72,16580062,549755813888
9,252488722008608.66,16580087,549755813888
10,252670796936637.4,16580563,549755813888
11,252536971245771.6,16580588,549755813888
12,252325553613162.75,16581866,549755813888
13,252503565963935.7,16581891,549755813888
14,252281205507312.75,16582464,549755813888
15,252421945801598.22,16582489,549755813888
16,252277385120587.1,16583118,549755813888
17,252303435507150.9,16583143,549755813888
18,252737704889152.88,16583619,549755813888
19,252536971245771.6,16583644,549755813888
20,252355320745155.28,16584922,549755813888
21,252488837970245.44,16584947,549755813888
22,251593898054635.7,16585520,549755813888
23,251700909633575.9,16585545,549755813888
24,251686044671683.1,16586174,549755813888
25,251686159897193.2,16586199,549755813888
26,251900200412841.62,16586675,549755813888
27,251774568948177.34,16586700,549755813888
28,251538757554890.72,16587978,549755813888
29,251723037479893.28,16588003,549755813888
30,251549806741326.25,16588576,549755813888
31,251715545846313.9,16588601,549755813888
32,251586644374426.5,16589230,549755813888
33,251715545846313.9,16589255,549755813888
34,251896391556714.7,16589731,549755813888
35,251737791539043.78,16589756,549755813888
36,251571792905636.06,16591034,549755813888
37,251663923328346.66,16591059,549755813888
38,251365665339476.1,16591632,549755813888
39,251704482095404.47,16591657,549755813888
40,251638120008715.12,16592286,549755813888
41,251700909633575.9,16592311,549755813888
42,251907472185310.34,16592787,549755813888
43,251770994496589.3,16592812,549755813888
44,251560856898505.94,16594090,549755813888
45,251811472445085.28,16594115,549755813888
46,251667609948856.7,16594688,549755813888
47,251767304846566.7,16594713,549755813888
48,251619692305439.06,16595342,549755813888
49,251767304846566.7,16595367,549755813888
50,251863155518986.12,16595843,549755813888
51,251818969789830.12,16595868,549755813888
52,251476048795214.88,16597146,549755813888
53,251726725832543.88,16597171,549755813888
54,251649177926331.97,16597744,549755813888
55,251885427310918.38,16597769,549755813888
56,251450283985107.5,16598398,549755813888
57,251664038533602.7,16598423,549755813888
58,251745053937667.7,16598899,549755813888
59,251737676266253.47,16598924,549755813888
60,251711857821276.6,16601226,549755813888
61,251638120008715.12,16601251,549755813888
62,251571792905636.06,16601821,549755813888
63,251715545846313.9,16601846,549755813888
64,251579160857030.44,16602472,549755813888
65,251627178234376.28,16602497,549755813888
66,251848502135936.78,16602970,549755813888
67,251759810577875.97,16602995,549755813888
68,248759637558213.0,16604270,549755813888
69,248993986111740.2,16604295,549755813888
70,248802981299355.56,16604865,549755813888
71,249015640547969.06,16604890,549755813888
72,248853324024197.5,16605516,549755813888
73,249069793120445.66,16605541,549755813888
74,249138420199508.03,16606014,549755813888
75,249073404129387.2,16606039,549755813888
76,252436781906110.62,16607314,549755813888
77,252522239355019.75,16607339,549755813888
78,252351498113408.5,16607909,549755813888
79,252422061701905.94,16607934,549755813888
80,252336787853445.66,16608560,549755813888
81,252429363635862.7,16608585,549755813888
82,252548224320171.22,16609058,549755813888
83,252596380242784.0,16609083,549755813888
84,252444200612380.22,16610358,549755813888
85,252381271367481.16,16610383,549755813888
86,252318141878631.53,16610953,549755813888
87,252510988596131.84,16610978,549755813888
88,252307140888010.78,16611604,549755813888
89,252559246344533.56,16611629,549755813888
90,252782329880325.66,16612102,549755813888
91,252555533555190.9,16612127,549755813888
92,252310846377708.22,16613402,549755813888
93,252518411664734.4,16613427,549755813888
94,252233053943580.25,16613997,549755813888
95,252574098593594.06,16614022,549755813888
96,252429479542982.38,16614648,549755813888
97,252589068643311.22,16614673,549755813888
98,252674513115725.3,16615146,549755813888
99,252618781904645.1,16615171,549755813888
100,252325669424969.75,16616446,549755813888
101,252518411664734.4,16616471,549755813888
102,252481416640220.88,16617041,549755813888
103,252525835169781.97,16617066,549755813888
104,252366441786942.12,16617692,549755813888
105,252592782418717.47,16617717,549755813888
106,252786049340924.0,16618190,549755813888
107,252663248784379.75,16618215,549755813888
108,252392394696670.9,16619490,549755813888
109,252403403123111.9,16619515,549755813888
110,251575476827386.5,16620085,549755813888
111,251675098729300.22,16620110,549755813888
112,251538757554890.72,16620736,549755813888
113,251638120008715.12,16620761,549755813888
114,251877926008463.16,16621234,549755813888
115,251656665609849.53,16621259,549755813888
116,251512979894271.88,16622534,549755813888
117,251623377630174.53,16622559,549755813888
118,251476163828526.88,16623129,549755813888
119,251818854442683.47,16623154,549755813888
120,251457644820690.53,16623780,549755813888
121,251789444368975.84,16623805,549755813888
122,251918669227297.2,16624278,549755813888
123,251675098729300.22,16624303,549755813888
124,251604952085953.44,16625578,549755813888
125,251711973070423.2,16625603,549755813888
126,251604952085953.44,16626173,549755813888
127,251693419317031.03,16626198,549755813888
128,251505615818769.62,16626824,549755813888
129,251737791539043.78,16626849,549755813888
130,251844810213865.4,16627322,549755813888
131,251704482095404.47,16627347,549755813888
132,248820886108903.4,16628622,549755813888
133,248950688535755.28,16628647,549755813888
134,248788456649041.62,16629217,549755813888
135,248979551913102.88,16629242,549755813888
136,248759637558213.0,16629868,549755813888
137,249026469178572.4,16629893,549755813888
138,249051739646171.28,16630366,549755813888
139,248979551913102.88,16630391,549755813888
140,251601382448821.0,16631666,549755813888
141,251682357511065.2,16631691,549755813888
142,252499970783340.97,16632261,549755813888
143,252644786743400.62,16632286,549755813888
144,252381155504628.44,16632912,549755813888
145,252589068643311.22,16632937,549755813888
146,252685662308890.56,16633410,549755813888
147,252603808332827.84,16633435,549755813888
148,252485127250699.1,16634710,549755813888
149,252329375458927.1,16634735,549755813888
150,252333081601750.78,16635305,549755813888
151,252488837970245.44,16635330,549755813888
152,252221944654442.4,16635956,549755813888
153,252377563808958.06,16635981,549755813888
154,252633641156951.0,16636454,549755813888
155,252622380469406.25,16636479,549755813888
156,252240460680039.53,16637754,549755813888
157,252503565963935.7,16637779,549755813888
158,252336787853445.66,16638349,549755813888
159,252392394696670.9,16638374,549755813888
160,252329259643718.03,16639000,549755813888
161,252403519006392.3,16639025,549755813888
162,252774891287485.38,16639498,549755813888
163,252577927972290.44,16639523,549755813888
164,251937140750143.8,16640798,549755813888
165,251770994496589.3,16640823,549755813888
166,251505500758511.53,16641393,549755813888
167,251660236815843.88,16641418,549755813888
168,251538757554890.72,16642044,549755813888
169,251722922220614.53,16642069,549755813888
170,251922247873290.03,16642542,549755813888
171,251826352227019.22,16642567,549755813888
172,248784741313216.6,16643842,549755813888
173,248958016493775.38,16643867,549755813888
174,248781251250341.66,16644437,549755813888
175,248885770398231.12,16644462,549755813888
176,249710576755154.94,16645088,549755813888
177,249757769957240.62,16645113,549755813888
178,250001279614663.28,16645586,549755813888
179,249975816096135.22,16645611,549755813888
180,252255275458012.3,16646886,549755813888
181,252503565963935.7,16646911,549755813888
182,252351498113408.5,16647481,549755813888
183,252566788283965.2,16647506,549755813888
184,252295909287328.38,16648132,549755813888
185,252522239355019.75,16648157,549755813888
186,252745141293498.94,16648630,549755813888
187,252618665823617.72,16648655,549755813888
188,252436781906110.62,16649930,549755813888
189,252618781904645.1,16649955,549755813888
190,252377447949509.44,16650525,549755813888
191,252403519006392.3,16650550,549755813888
192,252462865223682.72,16651176,549755813888
193,252418352944849.62,16651201,549755813888
194,252685546166390.56,16651674,549755813888
195,252659649055207.7,16651699,549755813888
196,252340494214016.47,16652974,549755813888
197,252466459347704.28,16652999,549755813888
198,252321847691468.8,16653569,549755813888
199,252485127250699.1,16653594,549755813888
200,252329375458927.1,16654220,549755813888
201,252462865223682.72,16654245,549755813888
202,252707963647211.94,16654718,549755813888
203,252622496553847.4,16654743,549755813888
204,252295909287328.38,16656018,549755813888
205,252499970783340.97,16656043,549755813888
206,252318257683635.06,16656613,549755813888
207,252440607122078.94,16656638,549755813888
208,252299614447126.62,16657264,549755813888
209,252570501404226.56,16657289,549755813888
210,252748743459175.34,16657762,549755813888
211,252718999619374.06,16657787,549755813888
212,252332965783139.62,16659062,549755813888
213,252459155267512.0,16659087,549755813888
214,252433072716486.3,16659657,549755813888
215,252425770567948.53,16659682,549755813888
216,252396102690957.03,16660308,549755813888
217,252336787853445.66,16660333,549755813888
218,252611352933959.62,16660806,549755813888
219,252588952589589.47,16660831,549755813888
220,252269976215517.75,16662106,549755813888
221,252421945801598.22,16662131,549755813888
222,252314551976248.0,16662701,549755813888
223,252455445420375.75,16662726,549755813888
224,252336672031432.2,16663352,549755813888
225,252422061701905.94,16663377,549755813888
226,252596496303331.3,16663850,549755813888
227,252466459347704.28,16663875,549755813888
228,252425770567948.53,16665150,549755813888
229,252507393204166.7,16665175,549755813888
230,252229350738465.56,16665745,549755813888
231,252451735682269.16,16665770,549755813888
232,252333081601750.78,16666396,549755813888
233,252414644296774.94,16666421,549755813888
234,252696812486009.3,16666894,549755813888
235,252555649578205.5,16666919,549755813888
236,249699688548863.88,16668194,549755813888
237,249924904617208.62,16668219,549755813888
238,249837676026561.78,16668789,549755813888
239,249946721282914.38,16668814,549755813888
240,249783189070811.88,16669440,549755813888
241,249910362289141.1,16669465,549755813888
242,249994003794320.9,16669938,549755813888
243,250008669553199.75,16669963,549755813888
244,252340494214016.47,16671238,549755813888
245,252451619754710.06,16671263,549755813888
246,252396102690957.03,16671833,549755813888
247,252518411664734.4,16671858,549755813888
248,252481416640220.88,16672484,549755813888
249,252477590187394.0,16672509,549755813888
250,252733986851075.84,16672982,549755813888
251,252403519006392.3,16673007,549755813888
252,252233053943580.25,16674282,549755813888
253,252507277225485.34,16674307,549755813888
254,251538642464306.8,16674877,549755813888
255,251711973070423.2,16674902,549755813888
256,251564540499975.5,16675528,549755813888
257,251726610569887.44,16675553,549755813888
258,251852078788667.3,16676026,549755813888
259,251745053937667.7,16676051,549755813888
260,251549691640631.16,16677326,549755813888
261,251697222037409.62,16677351,549755813888
262,251571792905636.06,16677921,549755813888
263,251682472733199.28,16677946,549755813888
264,251590328731151.5,16678572,549755813888
265,251700794394560.1,16678597,549755813888
266,251881734306181.4,16679070,549755813888
267,251804090880276.72,16679095,549755813888
268,251608752133560.12,16680370,549755813888
269,251619692305439.06,16680395,549755813888
270,251454079362139.0,16680965,549755813888
271,251575476827386.5,16680990,549755813888
272,251623377630174.53,16681616,549755813888
273,251652979309972.28,16681641,549755813888
274,251870540547177.53,16682114,549755813888
275,251756121255639.5,16682139,549755813888
276,252144091377244.84,16683414,549755813888
277,252488837970245.44,16683439,549755813888
278,252288499294196.28,16684009,549755813888
279,252455445420375.75,16684034,549755813888
280,252358911807747.5,16684660,549755813888
281,252496259736561.6,16684685,549755813888
282,252600210297157.62,16685158,549755813888
283,252741306842861.16,16685183,549755813888
284,252307025093211.44,16686458,549755813888
285,252511104578222.5,16686483,549755813888
286,252262683499602.4,16687053,549755813888
287,252422061701905.94,16687078,549755813888
288,252284910235247.75,16687704,549755813888
289,252566788283965.2,16687729,549755813888
290,252611236859759.66,16688202,549755813888
291,252551936894611.06,16688227,549755813888
292,252266387683565.16,16689502,549755813888
293,252492548798864.66,16689527,549755813888
294,252122005071279.03,16690097,549755813888
295,252381271367481.16,16690122,549755813888
296,252236757257436.6,16690748,549755813888
297,252522123362700.2,16690773,549755813888
298,252585238926798.62,16691246,549755813888
299,252615067364684.1,16691271,549755813888
300,252422061701905.94,16692546,549755813888
301,252462749285901.9,16692571,549755813888
302,252422061701905.94,16693141,549755813888
303,252462749285901.9,16693166,549755813888
304,252448026053187.34,16693792,549755813888
305,252377447949509.44,16693817,549755813888
306,252722717216498.47,16694290,549755813888
307,252644786743400.62,16694315,549755813888
308,251490773914586.94,16695590,549755813888
309,251472482814742.12,16695615,549755813888
310,249826776733795.44,16456972,549755813888
311,249899456653641.88,16456997,549755813888
312,250081341599084.4,16457470,549755813888
313,249874013871894.97,16457495,549755813888
314,252314436174646.12,16458770,549755813888
315,252440607122078.94,16458795,549755813888
316,252440491204740.28,16459365,549755813888
317,252440607122078.94,16459390,549755813888
318,252410935757677.06,16460016,549755813888
319,252514816061380.1,16460041,549755813888
320,252637356243167.16,16460514,549755813888
321,252384863168680.8,16460539,549755813888
322,252314551976248.0,16461814,549755813888
323,252492548798864.66,16461839,549755813888
324,251568224209324.5,16462409,549755813888
325,251778258811115.4,16462434,549755813888
326,251509182738989.53,16463060,549755813888
327,251686159897193.2,16463085,549755813888
328,251999848681592.9,16463558,549755813888
329,251605067237224.8,16463583,549755813888
330,248792172095837.5,16464858,549755813888
331,249015640547969.06,16464883,549755813888
332,248813678831667.53,16465453,549755813888
333,248860533598419.6,16465478,549755813888
334,249750508303577.12,16466104,549755813888
335,249844942750096.84,16466129,549755813888
336,250055861769580.78,16466602,549755813888
337,250019471018513.3,16466627,549755813888
338,252292204236353.22,16467902,549755813888
339,252511104578222.5,16467927,549755813888
340,252518411664734.4,16468497,549755813888
341,252522239355019.75,16468522,549755813888
342,252273680613655.25,16469148,549755813888
343,252536971245771.6,16469173,549755813888
344,252715282131621.1,16469646,549755813888
345,252459155267512.0,16469671,549755813888
346,251516662093740.28,16470946,549755813888
347,251693534549293.66,16470971,549755813888
348,251520229327291.72,16471541,549755813888
349,251763615304684.53,16471566,549755813888
350,251649177926331.97,16472192,549755813888
351,251686159897193.2,16472217,549755813888
352,251826236873109.3,16472690,549755813888
353,251752547327833.53,16472715,549755813888
354,251656550411343.72,16473990,549755813888
355,251734102862114.34,16474015,549755813888
356,251586529240017.62,16474585,549755813888
357,251708285150077.9,16474610,549755813888
