idx,FLOPS,Correlation,Num_of_Operations
0,267259059286048.6,1793899,219848638464
1,267654714713734.88,1793927,219848638464
2,267467153058828.53,1794347,219848638464
3,268041412214522.25,1794375,219848638464
4,267269781203347.53,1795233,219848638464
5,267894759982599.2,1795261,219848638464
6,267790339589730.75,1795681,219848638464
7,268156494664890.75,1795709,219848638464
8,267425833682848.16,1796567,219848638464
9,267738159913193.1,1796595,219848638464
10,267790339589730.75,1797015,219848638464
11,268072788540045.97,1797043,219848638464
12,267186302942652.75,1797901,219848638464
13,267728052452372.5,1797929,219848638464
14,267852982054896.53,1798349,219848638464
15,267978681592791.8,1798377,219848638464
16,268680844610217.88,1799235,219848638464
17,268932932670324.22,1799263,219848638464
18,268827701547434.94,1799683,219848638464
19,268901354684123.03,1799711,219848638464
20,268575810636083.3,1800569,219848638464
21,268880635660507.53,1800597,219848638464
22,268943789316069.94,1801017,219848638464
23,268911879855519.38,1801045,219848638464
24,268365988857585.12,1801903,219848638464
25,269101473933655.12,1801931,219848638464
26,268880635660507.53,1802351,219848638464
27,269006643488432.7,1802379,219848638464
28,267363065681606.75,1803237,219848638464
29,267738485973022.62,1803265,219848638464
30,267519227145125.66,1803685,219848638464
31,267936877488044.22,1803713,219848638464
32,267394283387396.34,1804571,219848638464
33,267300652132521.66,1804599,219848638464
34,267602587872421.5,1805019,219848638464
35,268030628298894.12,1805047,219848638464
36,267394283387396.34,1805905,219848638464
37,267821983422587.56,1805933,219848638464
38,267363390828472.9,1806353,219848638464
39,267644613552141.4,1806381,219848638464
40,267467478458910.6,1807239,219848638464
41,267728052452372.5,1807267,219848638464
42,267519227145125.66,1807687,219848638464
43,267884640694835.03,1807715,219848638464
44,267175912412910.56,1808573,219848638464
45,267842865923012.84,1808601,219848638464
46,267623761952758.66,1809021,219848638464
47,268030628298894.12,1809049,219848638464
48,267779902027393.25,1809907,219848638464
49,267592490644855.03,1809935,219848638464
50,267675571136882.47,1810355,219848638464
51,267821983422587.56,1810383,219848638464
52,267686326500197.22,1811753,219848638464
53,267602587872421.5,1811781,219848638464
54,267540388035144.9,1812204,219848638464
55,267957451315784.66,1812232,219848638464
56,268418413561043.75,1813093,219848638464
57,269038246209761.78,1813121,219848638464
58,268922734801520.7,1813544,219848638464
59,269164731383320.66,1813572,219848638464
60,268502007779706.06,1814433,219848638464
61,268922734801520.7,1814461,219848638464
62,268754088747464.97,1814884,219848638464
63,269059648101823.5,1814912,219848638464
